Pair_name	fs_name	L	pop1_size	pop2_size	divergence_time	mig_pop1	mig_pop2	theta	nu1	nu2	Ts	m12	fs_sanitycheck	-2LL_model	AIC
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	7205.099969561572	12681.890888297554	70.47865219528767	4.084933817654413e-13	7.190002245667986e-13	929742.467207314	0.00034026876911066563	0.0005989162427706546	2.4963237637191705e-05	2.401004258093325e-09	3622857.941590929	-120074.07154602434	240156.14309204867
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	7533193.465770921	11322856.469280375	11965927.749156155	2.4780216754970703	3.724620094639719	984519.9886459456	0.3359690957768655	0.5049823646346587	4.002467622071219	14.751485816081447	3622857.941590929	-266796.2588958605	533600.517791721
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	3021.921613618365	4991.912007741417	29.40380751366115	7.537877944422218e-10	1.245181981361695e-09	933097.3225943511	0.00014220045928540806	0.0002349009243039947	1.0377258063075926e-05	1.060176314802623e-05	3622857.941590929	-120036.52412076811	240081.04824153622
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	22188910.41972164	51801106.537713766	644249.242061883	101.506945298617	236.9729738084862	228021.49703051383	4.272724901172238	9.974887167746845	0.9304308738288306	47.51391566106593	3622857.941590929	-1844438.0561134063	3688884.1122268126
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	13158753.719590697	12360780.50996341	1606690.3731726867	88.14548065349241	82.80016196981732	106300.57473915548	5.435304676987574	5.105696903271076	4.977400281912196	32.434421211635026	3622857.941590929	-913570.3343187547	1827148.6686375095
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	1481153.6482821163	2739507.645342009	39396.16563995415	1.5930895964901672	2.9465417948782324	1010009.1233524664	0.06439016876626624	0.11909457187283658	0.012845015929338144	49.48238611621036	3622857.941590929	-93191.9523280778	186391.9046561556
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	12926976.76793423	18166539.875176143	1657010.2958108974	12.867560656741574	18.08304122173331	163568.5520945461	3.470099330197696	4.876600227922619	3.336041055856701	7.416249180399394	3622857.941590929	-1093005.856337114	2186019.712674228
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	10818744.086495133	9971541.257098828	2131292.2972144196	71.87333659169106	66.2450221004884	164974.75039671917	2.87941402303599	2.6539305761759597	4.254333431783028	49.92219668077425	3622857.941590929	-736762.3233353765	1473532.646670753
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	12726908.100801812	11801107.294111649	2144451.461125012	33.795602916475524	31.337189907216633	145349.4624634917	3.8446271246515344	3.5649551992134128	4.85857353023726	17.58069212994935	3622857.941590929	-836916.1953715805	1673840.390743161
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	7208978.343622467	21743201.88489546	1873936.0690054584	56.8752452720067	171.54302333231576	124962.97606979564	2.5330111921005405	7.639886139381372	4.93832194988065	44.907219872836	3622857.941590929	-791426.5765579838	1582861.1531159675
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	12484224.98875958	9352383.656897258	2518621.3585468647	46.03575136427116	34.48704337512694	167738.36775043455	3.2679388527284288	2.4481309769340873	4.944660274536039	28.17418161042734	3622857.941590929	-737021.2508060767	1474050.5016121534
KY14_US-Vir18-VA4	dadi_objects_duos/probs.KY14.US-Vir18-VA4.delim	3920367	16795987.841095664	15334436.743316567	1472720.4806885386	44.90927904025842	41.00136920472262	105025.57359838713	7.0219096467301885	6.410878021214637	4.6177588947384685	12.791186813738284	3622857.941590929	-1258389.1855038363	2516786.3710076725
