Pair_name	fs_name	L	pop1_size	pop2_size	divergence_time	mig_pop1	mig_pop2	theta	nu1	nu2	Ts	m12	fs_sanitycheck	-2LL_model	AIC
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	57753324.512898475	4737507.230307807	4521930.3725775005	42.737958378232605	3.505796220964763	384821.69252031774	7.286856154063568	0.5977410652503502	4.2790594473186765	11.730150142843007	3954403.9505502917	-777210.9572691219	1554429.9145382438
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	9712067.617849115	23872100.550843976	1676095.4132909663	38.77598533704944	95.31072654631068	149320.7196490764	3.158016362461784	7.762351654898607	4.087546043621534	24.557178232491616	3954403.9505502917	-1085554.856407914	2171117.712815828
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	18772639.726028662	9707278.641053021	2220684.2591049764	33.884668824283104	17.521665931779058	182657.90082083535	4.990104449017638	2.58036882620237	4.427232667678415	13.580745321254232	3954403.9505502917	-961374.409315565	1922756.81863113
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	18346261.305559773	8817487.942429421	2066181.6990494868	72.15680572002294	34.679641470478444	162884.18341184015	5.468792087952597	2.628383379700486	4.619272576110968	26.388571574691902	3954403.9505502917	-934066.4445889008	1868140.8891778016
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	19001278.10907767	10249244.955542825	1819679.4464479866	50.65930372888133	27.325509905909797	215750.52529897093	4.276157624676021	2.30654941800355	3.071333822518867	23.693843012964	3954403.9505502917	-1027523.9647461104	2055055.9294922207
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	17702955.772671957	14107373.245774714	1160734.5110346891	220.04198171242248	175.3500604994479	86708.41836906783	9.913049452943623	7.899646275588647	4.874786807664102	44.39440814997292	3954403.9505502917	-867492.61825558	1734993.23651116
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	8889283.226390488	10163014.69712841	27020686.42060591	1.8840167842915934	2.153974598485919	2352575.554166204	0.18346191254050245	0.20974988264261976	4.18250811238168	20.53850587517083	3954403.9505502917	-227311.86833787343	454631.73667574686
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	9732919.097436436	9523155.821317146	7626608.385925876	1.926261029887652	1.8847463701802083	556920.688667301	0.8485403810474877	0.8302526907393546	4.986801593797125	4.54017527724435	3954403.9505502917	-231303.07741354525	462614.1548270905
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	7004592.381450256	39767011.08178107	2690013.9418618875	2.9664065134094284	16.841111412024286	196081.89496153168	1.7344753211136807	9.847096813008655	4.995753830029112	3.420523171819756	3954403.9505502917	-737557.8980040626	1475123.7960081252
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	5960466.638420736	35803534.45928151	3093568.0004096534	14.068420628874186	84.50666924746385	237601.10371657068	1.218020395650758	7.316446488717236	4.7412756752234975	23.100468069515006	3954403.9505502917	-791015.4590971399	1582038.9181942798
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	17826294.795207694	6372838.734966533	3567878.5118646985	57.89467204794627	20.69714502166335	275999.7948416575	3.1359929506315427	1.1211066336533027	4.707445418838521	36.92270547756629	3954403.9505502917	-788061.7604569041	1576131.5209138081
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	9126924.721924413	9782988.897753712	11775479.14336583	1.8020854088004397	1.9316234201810552	1385893.140212483	0.31975509713094163	0.3427398231649476	3.094089249971057	11.271660248546247	3954403.9505502917	-223995.3813080215	447998.762616043
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	6569.759262297677	6298.279528285031	58.47438464603447	3.992802244966188e-12	3.827809153415765e-12	1078158.1924956832	0.0002958623628765285	0.00028363655179711585	1.9750003067149415e-05	2.6990944073765094e-08	3954403.9505502917	-99703.1666423399	199414.3332846798
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	1062858.4563867736	1010639.7911656947	15115.900282898227	1.141476588919327	1.0853953830952594	1122049.835305696	0.04599239639541139	0.043732771385462575	0.00490575512721956	49.637621797554814	3954403.9505502917	-83439.0966829444	166886.1933658888
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	16671551.081713725	8462914.942860808	2263799.3727349495	66.62716465410895	33.821689690899774	176663.72551369682	4.581960865478615	2.3259230581487333	4.666320291837696	29.08238049612819	3954403.9505502917	-881956.9595481646	1763921.9190963292
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	13399911.61261441	15077320.769282755	1287107.8333463303	147.3892526121669	165.8395296791748	98541.54021544324	6.602453336113586	7.428952495410025	4.756413267296506	44.64681387628705	3954403.9505502917	-933031.3047489255	1866070.609497851
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	8970301.03247579	22943179.57703284	2140840.389630131	20.096848689148402	51.40135283512664	161458.78854960392	2.69754116546539	6.899453112180485	4.828437281586505	14.900123821229041	3954403.9505502917	-961960.6084265481	1923929.2168530961
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	9630581.57800447	13771428.280426787	3570319.84402389	0.8407531740611653	1.2022505540650479	263051.0501347129	1.7776048530805706	2.5419189429897493	4.942550078401591	0.9459393324721732	3954403.9505502917	-488978.91405097465	977965.8281019493
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	7226884.400833546	19625863.522294212	2585024.795514768	27.43981151862036	74.51758822651239	193543.75117812143	1.8129870693617154	4.923482211348674	4.86373107065645	30.270278241180048	3954403.9505502917	-822624.7989730064	1645257.5979460129
KY8_US-Vir18-VA3	dadi_objects_duos/probs.KY8.US-Vir18-VA3.delim	4335156	33634638.18933376	60561253.59399789	538528.9882316831	101.6185540712167	182.97051356163985	372483.0595773525	4.384327495756189	7.894253769431962	0.5264856691085901	46.355366550321996	3954403.9505502917	-1930430.6263184058	3860869.2526368117
