Pair_name	fs_name	L	theta	nuB	nuF	T	fs_sanitycheck	-2LL_model	AIC
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	1131897.2594014623	0.0007994819542851687	6.687736628849256e-05	1.1131196159654743e-05	3886071.1145499917	-1199767.0847371204	2399540.169474241
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	785707.4332017835	9.71033798198776	0.6497627594834438	0.8283748466628298	3886071.1145499917	-1248593.8711824904	2497193.7423649807
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	420283.3635669452	9.767870207263591	1.609306422603454	4.8063324158014336	3886071.1145499917	-1307183.337868968	2614372.675737936
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	944450.3649270231	8.267934124578069	0.5887903217766529	3.140439022628898	3886071.1145499917	-1311382.9080976201	2622771.8161952402
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	253984.37061424478	9.88801183175993	3.681942790582806	4.387768804217895	3886071.1145499917	-1431471.6086404992	2862949.2172809984
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	1131526.4515991244	0.25459161517861	0.00013389685688771166	6.210299854717123e-05	3886071.1145499917	-1199761.0425317974	2399528.085063595
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	304082.4804036836	9.823441793762335	2.9039296286598826	3.4988812740096358	3886071.1145499917	-1404325.2431188375	2808656.486237675
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	383004.8642642021	9.63332584874513	2.0764786319600326	2.7739094131425857	3886071.1145499917	-1352439.4847927082	2704884.9695854164
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	1132150.12686133	0.0006954674923128314	6.258538736397774e-05	1.0194459485168436e-05	3886071.1145499917	-1199766.538721151	2399539.077442302
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	1126963.8246424585	0.013651557494145808	0.00016671734701331835	4.4503582513036e-05	3886071.1145499917	-1199846.5735894921	2399699.1471789842
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	514417.5573062643	9.776272787180256	1.4388452138961372	1.3546858694933024	3886071.1145499917	-1365204.2565765388	2730414.5131530776
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	319879.758383048	9.178051523599095	2.4396754390021123	4.943835913664289	3886071.1145499917	-1333143.3760574711	2666292.7521149423
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	1134174.1169639146	0.00011942079412431185	0.00023324316552193752	1.0196200960778807e-05	3886071.1145499917	-1199783.746291137	2399573.492582274
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	1131095.7762437866	0.0024082961691599602	3.90897691534443e-05	1.0020810290947216e-05	3886071.1145499917	-1199765.2200026754	2399536.440005351
KY19_US-Vir18-VA3	dadi_objects_duos/probs.KY19.US-Vir18-VA3.delim	4244302	1132713.9391515818	0.0008585933531662629	0.00013299321196375057	1.812511358193074e-05	3886071.1145499917	-1199773.161929851	2399552.323859702
