Pair_name	fs_name	L	theta	nuB	nuF	T	fs_sanitycheck	-2LL_model	AIC
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1155666.6349111532	0.0003811074152801138	0.00017103057485651368	1.3886333816845965e-05	4027752.049523435	-661305.9919904666	1322617.9839809332
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1157449.4200091835	0.00018383757611621998	0.00019252380805807775	1.0613659869794487e-05	4027752.049523435	-661332.824197808	1322671.648395616
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	361522.4957253476	0.9771012607028264	3.8329365165279197	4.893086380029328	4027752.049523435	-1064138.9166068165	2128283.833213633
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1079328.2982616003	9.638768615662551	0.2549076092102916	0.1783490949996161	4027752.049523435	-669975.0073072801	1339956.0146145602
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	568430.914003962	9.493936294758823	1.2142905475662336	1.7495882598928267	4027752.049523435	-741538.7688894194	1483083.5377788388
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	610427.6686949807	9.722827076526906	1.102342457807125	1.3505285125510036	4027752.049523435	-737722.9307306516	1475451.8614613032
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	257015.90469428993	9.853241868541692	3.8266723893734516	4.450191480189339	4027752.049523435	-873288.6552269608	1746583.3104539216
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	500308.0980198516	9.215397853522083	1.4702640488237584	2.2165577521429625	4027752.049523435	-756246.1125562142	1512498.2251124284
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	305550.1682381573	9.880933233690936	3.2065647306930645	3.140857663424477	4027752.049523435	-895630.5858965467	1791267.1717930934
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1155562.6377345612	0.0004103569538410679	0.00013571716128473206	1.2524932271501261e-05	4027752.049523435	-661302.9239131898	1322611.8478263796
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	259980.6471361272	9.822412603228086	3.6843192441299757	4.651992478840489	4027752.049523435	-853596.6093691386	1707199.2187382772
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	274340.9136820633	9.260898112646132	3.406742361007233	4.62088972327361	4027752.049523435	-837530.6839823105	1675067.367964621
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	637008.8423309984	9.560578653509081	1.034095669737296	1.2247118293685137	4027752.049523435	-733847.9289930613	1467701.8579861226
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	338710.47518473363	9.971429043366669	2.958404229966116	2.3556232543294042	4027752.049523435	-950845.6922978153	1901697.3845956307
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	928493.779650088	7.427989526050077	0.5051797579323688	0.43931790490543987	4027752.049523435	-690855.1080569021	1381716.2161138041
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1155742.5694896926	0.0005577953086185621	0.00016730718730594447	1.6082554997830807e-05	4027752.049523435	-661307.1998286364	1322620.3996572727
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1156578.9710124913	0.00023851772953509905	0.00016203148240175535	1.09689293893147e-05	4027752.049523435	-661316.4340779907	1322638.8681559814
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1599795.2723080583	1.2730353447933815	0.4330998827884412	1.3335979480934128	4027752.049523435	-779250.6603176898	1558507.3206353795
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1152792.0139613599	0.004323725180184445	0.00018621697158868766	3.363953665999273e-05	4027752.049523435	-661302.0590573747	1322610.1181147494
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	929835.8360158346	0.26618625136455015	1.650263542839685	1.711762519929381	4027752.049523435	-1148213.136523613	2296432.273047226
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	276000.14704021177	8.541096991811568	3.4302559832153543	4.650664019976187	4027752.049523435	-842065.4248077465	1684136.849615493
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1155917.9855984221	0.00019986233143445869	0.00017602466867632757	1.0484151927342267e-05	4027752.049523435	-661307.5953018587	1322621.1906037175
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	429795.73531546287	1.4990943978166775	2.8378871089568176	3.4883886822628685	4027752.049523435	-965193.6345235372	1930393.2690470745
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	337481.0334146701	7.598605166904919	2.712782755808185	3.591170251794084	4027752.049523435	-828177.5813820284	1656361.1627640568
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	287017.4960768646	1.382726221336606	5.12892235895047	4.994017632187124	4027752.049523435	-1122682.2496664596	2245370.4993329193
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	525715.972394911	7.866884122801806	1.32474496493003	3.3554794173969307	4027752.049523435	-763532.2668748496	1527070.5337496991
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1155827.712471166	0.1832086311084909	4.1736030937301984e-05	1.9573732559863543e-05	4027752.049523435	-661281.2931509647	1322568.5863019293
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	903979.3093548447	9.644642652629045	0.505002493771512	0.46392484560536223	4027752.049523435	-686490.9880369308	1372987.9760738616
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1156875.9556016785	0.001186449752248782	0.000165320192446855	2.1294673560201788e-05	4027752.049523435	-661323.7045505055	1322653.409101011
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	906334.3764382731	9.711999909914882	0.4871454494651049	0.3314858820245202	4027752.049523435	-698779.5363139489	1397565.0726278978
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	688148.1511745772	7.344807742705234	0.9275193176613202	1.7053790034218337	4027752.049523435	-740718.6675771538	1481443.3351543075
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1155843.427390173	0.0003143084850605199	0.00018910005629509135	1.3485905734255389e-05	4027752.049523435	-661308.4889412965	1322622.977882593
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	927129.2106784026	8.987747695164769	0.4846381818751803	0.46717584881155677	4027752.049523435	-685019.9103171906	1370045.8206343811
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	193290.42784816134	8.497027238402241	6.577180425519431	4.824883988393682	4027752.049523435	-1097182.1854777648	2194370.3709555296
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	859299.4020090627	9.042216236282728	0.5965615189160164	0.9020041574767123	4027752.049523435	-707840.7505956772	1415687.5011913544
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	339682.9857553751	9.887096284801865	2.6573383273997693	3.0503785652870787	4027752.049523435	-837345.4579588348	1674696.9159176697
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	273571.33222407964	8.734345691822956	3.702100741889332	3.9387214811172986	4027752.049523435	-894513.2767108353	1789032.5534216706
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	808203.3657248222	8.734525658806156	0.6784402507977211	0.710813330198233	4027752.049523435	-704192.9369192114	1408391.8738384228
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	14170728.237961883	9.55745535115805	0.05019994249755994	1.4148443517465743	4027752.049523435	-785181.762857541	1570369.525715082
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	217367.37793980082	7.8492625045842495	5.772255806825907	4.175665727484376	4027752.049523435	-1087169.5854179687	2174345.1708359374
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	249218.01008786386	9.320174079791931	4.185520562058146	4.262369545538153	4027752.049523435	-917558.315052251	1835122.630104502
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1153346.2768490473	0.00412985923489886	0.0001802640881641375	3.254820596801259e-05	4027752.049523435	-661299.1319315296	1322604.2638630592
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	227209.39368984065	1.7391115143808522	7.700207585369622	4.703021694516539	4027752.049523435	-1316960.1533652074	2633926.3067304147
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	402687.03621072246	9.673671661710932	1.8126813391664105	4.613089559157425	4027752.049523435	-768068.2304337563	1536142.4608675125
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1152655.5792418648	0.1267199703398505	0.00013297001354753963	5.016012412061612e-05	4027752.049523435	-661289.115928415	1322584.23185683
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	220503.31885480692	9.657378925820797	4.908389546116763	4.859718915125048	4027752.049523435	-942384.9013533097	1884775.8027066195
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1011184.6166561808	3.7017593375794564	0.42748683918598457	0.18271170248102694	4027752.049523435	-706066.8188609573	1412139.6377219146
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	219017.2180819141	9.744906769904318	4.946401208836141	4.887068750856488	4027752.049523435	-943587.2631047397	1887180.5262094794
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	584438.9467619449	9.922166196804922	1.1496868804118396	1.6801571113398055	4027752.049523435	-735921.8332360147	1471849.6664720294
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	816060.3416335387	9.632928606782556	0.6479273383422959	0.6396764034645073	4027752.049523435	-700841.2652400185	1401688.530480037
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1155774.6067254506	0.11201873328060828	2.2796497203568963e-05	1.082968309519461e-05	4027752.049523435	-661278.3923264127	1322562.7846528254
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	588204.9807602478	9.117858455996082	1.1158052049164457	2.2531126870102063	4027752.049523435	-745138.6658785313	1490283.3317570626
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	224519.29031792036	7.8480274501390905	5.171074140265045	4.549939303566451	4027752.049523435	-994106.9021613823	1988219.8043227645
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	887821.8696681543	8.893072620921615	0.5449658993554436	0.5521645229131684	4027752.049523435	-690655.1333665749	1381316.2667331498
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	639298.9742059482	9.243380178819454	0.990865750641792	1.7782850402545793	4027752.049523435	-734483.1419791318	1468972.2839582637
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1102557.3055704911	9.7838359505854	0.19973439869590204	0.11682819415897881	4027752.049523435	-669234.0343570982	1338474.0687141963
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1152834.677899772	0.005010716158880556	0.00016907762491059222	3.260257904833547e-05	4027752.049523435	-661300.0820178075	1322606.164035615
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	685545.9203888385	6.371240249222965	0.9639973060569944	3.405493465690811	4027752.049523435	-772064.2097664824	1544134.4195329647
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	426895.67293625086	9.791106632822181	1.695941873546305	3.8875480531245246	4027752.049523435	-763327.9394218995	1526661.878843799
KY4_US-Vir18-VA3	dadi_objects_duos/probs.KY4.US-Vir18-VA3.delim	4411863	1156577.297190716	9.917972029352417e-05	0.000655786930705187	1.239311111617802e-05	4027752.049523435	-661323.9308097349	1322653.8616194697
