Pair_name	fs_name	L	pop1_size	pop2_size	divergence_time	mig_pop1	mig_pop2	Mij	Mji	theta	nu1	nu2	Ts	m12	m21	fs_sanitycheck	-2LL_model	AIC
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	11817646.31351085	54803545.861611225	3587393.3814562913	6.765728870092355	101.32127553470107	5.725106921127982e-07	1.8488087575675386e-06	290466.20899088203	2.016725764843832	9.352431102761352	4.5915160096234775	6.709617130930311	21.667366360985103	4074951.6823491626	-931327.5868211238	1862665.1736422477
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	3232918.8191108676	2503540.5594367567	49715.9836057141	0.9758845535330082	2.7031581281509087	3.018586633738612e-07	1.0797341061488782e-06	1121493.4770380107	0.14289252898620786	0.11065457005686595	0.016480561384485237	13.659000375410832	48.85759579133049	4074951.6823491626	-111635.96216859586	223281.9243371917
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	10362013.98216269	20335268.92893117	1689211.548663124	58.13504496660349	166.26856113973147	5.610400166094925e-06	8.176364016665632e-06	130691.50947923305	3.930142299032382	7.712834659108502	4.805176946466	29.584193417585208	43.114773877170045	4074951.6823491626	-1074243.8095194371	2148497.6190388743
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	3154247.6061590416	3040953.0778741087	72701.01099337966	3.339379505538882	1.5990128506978762	1.058692887336539e-06	5.258262162386687e-07	1160035.829710752	0.1347832282279792	0.12994207300827088	0.023299240478255955	49.55185521881826	24.61116424695023	4074951.6823491626	-124777.85047485844	249565.70094971688
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	28696838.1133611	8122884.329735422	1941396.8970249938	209.5648994478745	47.99268369412376	7.302717415069577e-06	5.908330310507694e-06	147132.33954925768	9.668016486405591	2.736614372176547	4.905450609526174	43.35220150742363	35.07449510027467	4074951.6823491626	-982105.1136024527	1964220.2272049054
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	723129.8912899909	38803028.76579983	1411114.4227589413	1.841372643689076	6.788572435982847	2.5463926548579712e-06	1.749495503806175e-07	475688.03119728016	0.0753538705816699	4.043476065660689	1.1028405430956338	48.87267580219022	3.3577903396708337	4074951.6823491626	-676082.6892576405	1352175.378515281
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	19051543.014033284	2861921.9050883045	3940053.445747105	2.0256007363955115	2.544210712190966	1.0632213542511822e-07	8.889867706269449e-07	334815.82954068045	2.8205619857048707	0.423704690250137	4.37490722150785	1.4363100308815269	12.009358266433035	4074951.6823491626	-379371.2196033202	758752.4392066404
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	13037235.84591601	25267705.503228318	2016227.2248449323	27.661401019247663	129.4000258224529	2.1217228365100686e-06	5.121162497557215e-06	160472.53633216635	4.0271358527592716	7.805065732617648	4.671017289131604	13.73750577611873	33.15795926783437	4074951.6823491626	-1111684.291374619	2223378.582749238
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	42755906.63739118	18612447.969956826	3553303.866002166	98.37743488801367	2.485141751459118	2.3009086375443616e-06	1.3352041362159858e-07	316538.2513770862	6.695475056733128	2.914665853877749	4.173292900094681	29.386244905530038	1.7052670021524556	4074951.6823491626	-1048369.6141765874	2096749.2283531749
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	8136487.59364645	12074228.65402496	5368947.706369827	2.034373899685965	2.7882557397642844	2.500309717518096e-07	2.309261998972345e-07	417594.64986854355	0.9658140433172633	1.4332301821964435	4.779769624512377	4.212765208297323	3.8908694142782383	4074951.6823491626	-296944.2996580496	593898.5993160992
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	69376562.31379735	25278771.57344772	355998.73563012586	141.53089469118765	46.1311710754499	2.0400390271721567e-06	1.8248976593429522e-06	544647.5778310094	6.314059570893033	2.3006569404780572	0.24299962082738488	44.83039575477751	40.10260744556225	4074951.6823491626	-1847213.6810968476	3694437.3621936953
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	12575878.710858775	14698292.741308339	5284211.998503781	7.819304760633352	0.7880738736899034	6.217700520506524e-07	5.361669464339126e-08	854833.4530733419	0.7292363453834477	0.8523085764808405	2.2981133219070844	21.445186626077444	1.8492689043300248	4074951.6823491626	-558478.8759874299	1116967.7519748597
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	2595664.3210426513	24919661.07981582	3301105.843904384	2.7000572693005633	0.02043521068067999	1.0402182005629982e-06	8.200436841908697e-10	248856.98451380822	0.5170233633146748	4.963679964199988	4.931537410960803	10.444623825083253	0.008233895347027514	4074951.6823491626	-402246.2942179644	804502.5884359288
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	2275114.6628202843	17917333.987434633	4258469.417084809	2.673371311142587	1.8090531928408247	1.17504904470556e-06	1.0096665017850913e-07	974885.2357493155	0.11568079683954033	0.9110272580008171	1.623950384472143	46.219794195415055	3.97145788329245	4074951.6823491626	-277001.79319765617	554013.5863953123
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	16408348.080440668	20465519.9890022	2155875.6989740008	104.892848862506	19.64371858564364	6.392651371623569e-06	9.598445871983617e-07	173432.47879449226	4.689709098713202	5.849299078237432	4.62131958352205	44.733200569428625	6.716605980613622	4074951.6823491626	-1195135.184561759	2390280.369123518
KY5_US-Vir17-VA2	dadi_objects_duos/probs.KY5.US-Vir17-VA2.delim	4425817	4251717.474719894	18874026.488447223	3555905.426165511	2.9487015554249014	1.8909045453568334	6.935318663475315e-07	1.0018554051061943e-07	379835.8485975359	0.5548555349392733	2.463088887249105	3.480382434585145	10.628718178859385	1.5353928598725366	4074951.6823491626	-341017.12647681107	682044.2529536221
