Pair_name	fs_name	L	pop1_size	pop2_size	divergence_time	mig_pop1	mig_pop2	Mij	Mji	theta	nu1	nu2	Ts	m12	m21	fs_sanitycheck	-2LL_model	AIC
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	30834141.67612219	58073864.068825915	457956.125924708	61.50513137696981	175.99432524731233	1.994708723304566e-06	3.0305254880015155e-06	266163.1452258197	5.108354870190592	9.621214998065176	0.5690288821245036	24.080210924999832	36.584636198797085	3712465.980778805	-2917040.3731274535	5834090.746254907
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	11917155.460515691	77744644.40466613	567137.4446527458	9.604527943622683	147.33864150323024	8.059413150600174e-07	1.8951613018682374e-06	576996.6709265109	0.9107441979515275	5.941475215956476	0.3250673659356231	21.091603910791786	49.59665273282175	3712465.980778805	-1238716.5600137257	2477443.1200274513
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	64782274.36876127	21602292.491902772	360236.4964116414	140.70186456874697	19.476574053856325	2.1719191852979302e-06	9.015975531836153e-07	485687.05537457677	5.881617508511593	1.9612837459382544	0.2452954761784291	47.84461565721675	19.861046719212947	3712465.980778805	-1772791.0847233986	3545592.169446797
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	2441977.379010225	3188306.146484425	53421.73360216332	2.7257700590079494	2.8141563411811825	1.1162142952006992e-06	8.826493479254502e-07	985074.2864051668	0.10931248561179341	0.1427210885568616	0.01793524658731895	49.871156872017444	39.43574659690172	3712465.980778805	-131618.08027891608	263246.16055783216
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	15486734.147162996	8079090.773197323	5055443.119089574	20.724849895110143	7.110424624635815	1.3382324315876962e-06	8.801020837920161e-07	392055.5863586257	1.7418442229015392	0.9086820665910909	4.264517877313537	23.796444736702096	15.649972385414145	3712465.980778805	-717537.8933415414	1435085.7866830828
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	4487910.178696758	15505516.257614711	718868.1101152216	6.380732500450371	7.01115640922237	1.4217602951900585e-06	4.5217174924951065e-07	751570.1669187831	0.26331265942141624	0.9097327172176465	0.3163282967680186	48.46506441787433	15.413662225242375	3712465.980778805	-496888.8650547592	993787.7301095184
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	9873803.773944534	10576703.470534556	4412061.0710384315	14.178288030308691	25.743448065793938	1.4359499494736806e-06	2.4339765350812885e-06	297750.46624843637	1.462275345373326	1.5663722993057378	4.900579314405247	19.39209065538735	32.870152360590374	3712465.980778805	-798677.8459409154	1597365.6918818308
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	22645997.791163933	3418450.7890698845	2929834.7086417284	28.703805411170638	11.117725246499733	1.2675001417853337e-06	3.252270087387954e-06	194109.70069023123	5.14447826261929	0.7765674949886988	4.991766213078629	11.159073455412448	28.63299151263478	3712465.980778805	-795404.7226675706	1590819.4453351412
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	14903802.457324019	12880313.702726096	1355324.000407228	118.94426148045757	121.93540808198567	7.980799653044652e-06	9.466804217367645e-06	90583.73531809772	7.255109575325495	6.270083594131514	4.948245759527435	32.78910132108411	38.89434845688856	3712465.980778805	-1516578.3546162315	3033166.709232463
KY7_US-Vir18-VA4	dadi_objects_duos/probs.KY7.US-Vir18-VA4.delim	3937124	12349513.19657526	16633847.779794794	1570777.6185974346	50.585190398603224	75.73922288154563	4.096128292136357e-06	4.55331946547848e-06	105041.99365147721	5.184226867454713	6.982756259014179	4.945498860771453	19.515037320671468	21.69321685366645	3712465.980778805	-1479120.9322134084	2958251.864426817
