"LON","LAT","YEAR","MO","DY","HR","RH2M","T2M","PRECTOTCORR","city"
-84.5378,37.9731,2020,9,9,0,60.62,24.86,0,"Lexington"
-84.5378,37.9731,2020,9,9,1,65.14,23.4,0,"Lexington"
-84.5378,37.9731,2020,9,9,2,71.14,21.71,0,"Lexington"
-84.5378,37.9731,2020,9,9,3,74.58,20.64,0,"Lexington"
-84.5378,37.9731,2020,9,9,4,77.66,19.93,0,"Lexington"
-84.5378,37.9731,2020,9,9,5,80.96,19.33,0,"Lexington"
-84.5378,37.9731,2020,9,9,6,84.33,18.8,0.01,"Lexington"
-84.5378,37.9731,2020,9,9,7,87.31,18.34,0.01,"Lexington"
-84.5378,37.9731,2020,9,9,8,88.69,17.98,0.01,"Lexington"
-84.5378,37.9731,2020,9,9,9,89.56,17.53,0,"Lexington"
-84.5378,37.9731,2020,9,9,10,90.28,17.01,0,"Lexington"
-84.5378,37.9731,2020,9,9,11,90.35,16.91,0,"Lexington"
-84.5378,37.9731,2020,9,9,12,78.86,19.24,0,"Lexington"
-84.5378,37.9731,2020,9,9,13,72.49,21.34,0,"Lexington"
-84.5378,37.9731,2020,9,9,14,59.43,25.13,0,"Lexington"
-84.5378,37.9731,2020,9,9,15,55.75,27.19,0,"Lexington"
-84.5378,37.9731,2020,9,9,16,53.21,28.56,0,"Lexington"
-84.5378,37.9731,2020,9,9,17,50.87,29.55,0,"Lexington"
-84.5378,37.9731,2020,9,9,18,48.87,30.23,0,"Lexington"
-84.5378,37.9731,2020,9,9,19,47.47,30.64,0,"Lexington"
-84.5378,37.9731,2020,9,9,20,46.94,30.7,0,"Lexington"
-84.5378,37.9731,2020,9,9,21,47.91,30.38,0,"Lexington"
-84.5378,37.9731,2020,9,9,22,50.62,29.66,0,"Lexington"
-84.5378,37.9731,2020,9,9,23,66.64,27.12,0,"Lexington"
-84.5378,37.9731,2020,9,10,0,71.47,24.83,0,"Lexington"
-84.5378,37.9731,2020,9,10,1,76.45,23.5,0,"Lexington"
-84.5378,37.9731,2020,9,10,2,79.02,22.62,0,"Lexington"
-84.5378,37.9731,2020,9,10,3,81.2,21.98,0,"Lexington"
-84.5378,37.9731,2020,9,10,4,83.94,21.41,0,"Lexington"
-84.5378,37.9731,2020,9,10,5,86.58,20.89,0,"Lexington"
-84.5378,37.9731,2020,9,10,6,89.13,20.38,0,"Lexington"
-84.5378,37.9731,2020,9,10,7,91.41,19.91,0,"Lexington"
-84.5378,37.9731,2020,9,10,8,93.63,19.5,0,"Lexington"
-84.5378,37.9731,2020,9,10,9,95.43,19.2,0,"Lexington"
-84.5378,37.9731,2020,9,10,10,96.87,18.99,0,"Lexington"
-84.5378,37.9731,2020,9,10,11,96.89,19.11,0,"Lexington"
-84.5378,37.9731,2020,9,10,12,88.16,21.21,0,"Lexington"
-84.5378,37.9731,2020,9,10,13,78.49,23.58,0,"Lexington"
-84.5378,37.9731,2020,9,10,14,61.83,27.27,0,"Lexington"
-84.5378,37.9731,2020,9,10,15,56.92,28.69,0,"Lexington"
-84.5378,37.9731,2020,9,10,16,53.99,29.67,0,"Lexington"
-84.5378,37.9731,2020,9,10,17,51.66,30.49,0,"Lexington"
-84.5378,37.9731,2020,9,10,18,49.8,31.06,0.01,"Lexington"
-84.5378,37.9731,2020,9,10,19,48.58,31.29,0.01,"Lexington"
-84.5378,37.9731,2020,9,10,20,48.65,31.12,0.01,"Lexington"
-84.5378,37.9731,2020,9,10,21,50.57,30.55,0.01,"Lexington"
-84.5378,37.9731,2020,9,10,22,54.93,29.62,0,"Lexington"
-84.5378,37.9731,2020,9,10,23,72.48,27.23,0,"Lexington"
-84.5378,37.9731,2020,9,11,0,78.42,25.38,0,"Lexington"
-84.5378,37.9731,2020,9,11,1,80.31,24.57,0,"Lexington"
-84.5378,37.9731,2020,9,11,2,82.33,23.84,0,"Lexington"
-84.5378,37.9731,2020,9,11,3,84.77,23.12,0,"Lexington"
-84.5378,37.9731,2020,9,11,4,86.89,22.57,0.01,"Lexington"
-84.5378,37.9731,2020,9,11,5,89.07,22,0.01,"Lexington"
-84.5378,37.9731,2020,9,11,6,91.23,21.42,0.01,"Lexington"
-84.5378,37.9731,2020,9,11,7,92.6,21.06,0,"Lexington"
-84.5378,37.9731,2020,9,11,8,93.63,20.76,0.01,"Lexington"
-84.5378,37.9731,2020,9,11,9,94.67,20.37,0.02,"Lexington"
-84.5378,37.9731,2020,9,11,10,95.56,19.93,0.01,"Lexington"
-84.5378,37.9731,2020,9,11,11,94.63,19.76,0.01,"Lexington"
-84.5378,37.9731,2020,9,11,12,86.84,20.99,0,"Lexington"
-84.5378,37.9731,2020,9,11,13,78.07,22.77,0,"Lexington"
-84.5378,37.9731,2020,9,11,14,69.46,24.88,0,"Lexington"
-84.5378,37.9731,2020,9,11,15,62.57,26.75,0,"Lexington"
-84.5378,37.9731,2020,9,11,16,57.58,28.19,0,"Lexington"
-84.5378,37.9731,2020,9,11,17,54.82,29.04,0,"Lexington"
-84.5378,37.9731,2020,9,11,18,53.32,29.5,0,"Lexington"
-84.5378,37.9731,2020,9,11,19,52.94,29.4,0,"Lexington"
-84.5378,37.9731,2020,9,11,20,53.83,28.86,0,"Lexington"
-84.5378,37.9731,2020,9,11,21,55.68,28.13,0,"Lexington"
-84.5378,37.9731,2020,9,11,22,60.61,26.95,0,"Lexington"
-84.5378,37.9731,2020,9,11,23,72.39,24.52,0,"Lexington"
-84.5378,37.9731,2020,9,12,0,79.97,22.3,0,"Lexington"
-84.5378,37.9731,2020,9,12,1,81.94,21.33,0,"Lexington"
-84.5378,37.9731,2020,9,12,2,83.97,20.39,0,"Lexington"
-84.5378,37.9731,2020,9,12,3,85.74,19.63,0,"Lexington"
-84.5378,37.9731,2020,9,12,4,87.07,19.12,0,"Lexington"
-84.5378,37.9731,2020,9,12,5,88.24,18.73,0,"Lexington"
-84.5378,37.9731,2020,9,12,6,89.4,18.42,0,"Lexington"
-84.5378,37.9731,2020,9,12,7,90.44,18.19,0,"Lexington"
-84.5378,37.9731,2020,9,12,8,91.53,17.98,0,"Lexington"
-84.5378,37.9731,2020,9,12,9,92.7,17.8,0,"Lexington"
-84.5378,37.9731,2020,9,12,10,94.64,17.55,0,"Lexington"
-84.5378,37.9731,2020,9,12,11,95.27,17.64,0,"Lexington"
-84.5378,37.9731,2020,9,12,12,88.77,19.29,0.19,"Lexington"
-84.5378,37.9731,2020,9,12,13,82.71,21.85,0.52,"Lexington"
-84.5378,37.9731,2020,9,12,14,76.84,25.03,1.35,"Lexington"
-84.5378,37.9731,2020,9,12,15,69.41,27.08,2.3,"Lexington"
-84.5378,37.9731,2020,9,12,16,61.16,28.9,3.94,"Lexington"
-84.5378,37.9731,2020,9,12,17,55.56,30.22,5.67,"Lexington"
-84.5378,37.9731,2020,9,12,18,53.37,30.83,6.92,"Lexington"
-84.5378,37.9731,2020,9,12,19,53.29,30.9,8.87,"Lexington"
-84.5378,37.9731,2020,9,12,20,55.41,30.49,10.24,"Lexington"
-84.5378,37.9731,2020,9,12,21,61.22,29.29,12.31,"Lexington"
-84.5378,37.9731,2020,9,12,22,71.91,27.39,11.41,"Lexington"
-84.5378,37.9731,2020,9,12,23,85.5,25.15,13.73,"Lexington"
-84.5378,37.9731,2020,9,13,0,93.91,23.73,26.15,"Lexington"
-84.5378,37.9731,2020,9,13,1,96.48,23.26,71.95,"Lexington"
-84.5378,37.9731,2020,9,13,2,96.83,23.17,137.89,"Lexington"
-84.5378,37.9731,2020,9,13,3,97.03,23.1,163.39,"Lexington"
-84.5378,37.9731,2020,9,13,4,97.14,23,67.85,"Lexington"
-84.5378,37.9731,2020,9,13,5,97.27,22.79,7.42,"Lexington"
-84.5378,37.9731,2020,9,13,6,97.01,22.51,11.73,"Lexington"
-84.5378,37.9731,2020,9,13,7,95.78,22.41,25.69,"Lexington"
-84.5378,37.9731,2020,9,13,8,95.34,22.24,20.63,"Lexington"
-84.5378,37.9731,2020,9,13,9,95.83,22.03,16.1,"Lexington"
-84.5378,37.9731,2020,9,13,10,96.4,21.85,36.4,"Lexington"
-84.5378,37.9731,2020,9,13,11,96.85,21.74,50.8,"Lexington"
-84.5378,37.9731,2020,9,13,12,96.34,22.12,16.25,"Lexington"
-84.5378,37.9731,2020,9,13,13,94.96,22.81,30.81,"Lexington"
-84.5378,37.9731,2020,9,13,14,91.62,23.73,58.15,"Lexington"
-84.5378,37.9731,2020,9,13,15,87.07,24.69,106.21,"Lexington"
-84.5378,37.9731,2020,9,13,16,84.78,25.02,92.7,"Lexington"
-84.5378,37.9731,2020,9,13,17,84.62,24.91,35.17,"Lexington"
-84.5378,37.9731,2020,9,13,18,84.37,24.8,17.59,"Lexington"
-84.5378,37.9731,2020,9,13,19,83.56,24.78,6.62,"Lexington"
-84.5378,37.9731,2020,9,13,20,82.81,24.7,2.54,"Lexington"
-84.5378,37.9731,2020,9,13,21,83.3,24.49,0.83,"Lexington"
-84.5378,37.9731,2020,9,13,22,86.48,23.95,0.08,"Lexington"
-84.5378,37.9731,2020,9,13,23,91.1,22.77,0.02,"Lexington"
-84.5378,37.9731,2020,9,14,0,90.53,21.86,0.01,"Lexington"
-84.5378,37.9731,2020,9,14,1,91.05,21.19,0.01,"Lexington"
-84.5378,37.9731,2020,9,14,2,91.92,20.38,0.01,"Lexington"
-84.5378,37.9731,2020,9,14,3,93.31,19.49,0.02,"Lexington"
-84.5378,37.9731,2020,9,14,4,94.12,18.79,0.03,"Lexington"
-84.5378,37.9731,2020,9,14,5,94.14,18.31,0.03,"Lexington"
-84.5378,37.9731,2020,9,14,6,94.6,17.82,0.05,"Lexington"
-84.5378,37.9731,2020,9,14,7,95.52,17.27,0.05,"Lexington"
-84.5378,37.9731,2020,9,14,8,96.66,16.76,0.16,"Lexington"
-84.5378,37.9731,2020,9,14,9,98.04,16.22,0.44,"Lexington"
-84.5378,37.9731,2020,9,14,10,99.82,15.63,0.4,"Lexington"
-84.5378,37.9731,2020,9,14,11,100,15.3,0.46,"Lexington"
-84.5378,37.9731,2020,9,14,12,93.6,16.86,0.01,"Lexington"
-84.5378,37.9731,2020,9,14,13,87.25,18.8,0,"Lexington"
-84.5378,37.9731,2020,9,14,14,76.95,21.32,0,"Lexington"
-84.5378,37.9731,2020,9,14,15,67.4,23.34,0,"Lexington"
-84.5378,37.9731,2020,9,14,16,63.03,24.36,0,"Lexington"
-84.5378,37.9731,2020,9,14,17,59.49,25.09,0,"Lexington"
-84.5378,37.9731,2020,9,14,18,57.02,25.53,0,"Lexington"
-84.5378,37.9731,2020,9,14,19,55.9,25.7,0,"Lexington"
-84.5378,37.9731,2020,9,14,20,56.25,25.49,0,"Lexington"
-84.5378,37.9731,2020,9,14,21,58.66,24.8,0,"Lexington"
-84.5378,37.9731,2020,9,14,22,68.19,23.21,0,"Lexington"
-84.5378,37.9731,2020,9,14,23,79.23,20.49,0,"Lexington"
-84.5378,37.9731,2020,9,15,0,82,18.82,0,"Lexington"
-84.5378,37.9731,2020,9,15,1,83.76,17.99,0,"Lexington"
-84.5378,37.9731,2020,9,15,2,86.39,17.11,0,"Lexington"
-84.5378,37.9731,2020,9,15,3,88.8,16.35,0,"Lexington"
-84.5378,37.9731,2020,9,15,4,90.69,15.75,0,"Lexington"
-84.5378,37.9731,2020,9,15,5,92.35,15.18,0,"Lexington"
-84.5378,37.9731,2020,9,15,6,93.87,14.62,0,"Lexington"
-84.5378,37.9731,2020,9,15,7,94.93,14.07,0,"Lexington"
-84.5378,37.9731,2020,9,15,8,95.61,13.51,0,"Lexington"
-84.5378,37.9731,2020,9,15,9,96.21,12.85,0,"Lexington"
-84.5378,37.9731,2020,9,15,10,97.11,12.14,0,"Lexington"
-84.5378,37.9731,2020,9,15,11,97.1,11.68,0,"Lexington"
-84.5378,37.9731,2020,9,15,12,88.42,13.16,0,"Lexington"
-84.5378,37.9731,2020,9,15,13,80.37,15.2,0,"Lexington"
-84.5378,37.9731,2020,9,15,14,71.21,18.14,0,"Lexington"
-84.5378,37.9731,2020,9,15,15,64.03,20.66,0,"Lexington"
-84.5378,37.9731,2020,9,15,16,60.21,21.95,0,"Lexington"
-84.5378,37.9731,2020,9,15,17,56.94,22.86,0,"Lexington"
-84.5378,37.9731,2020,9,15,18,54.16,23.41,0,"Lexington"
-84.5378,37.9731,2020,9,15,19,52.61,23.61,0,"Lexington"
-84.5378,37.9731,2020,9,15,20,52.31,23.4,0,"Lexington"
-84.5378,37.9731,2020,9,15,21,54.44,22.75,0,"Lexington"
-84.5378,37.9731,2020,9,15,22,63.74,21.25,0,"Lexington"
-84.5378,37.9731,2020,9,15,23,79.61,18.03,0,"Lexington"
-84.5378,37.9731,2020,9,16,0,80.98,16.15,0,"Lexington"
-84.5378,37.9731,2020,9,16,1,81.92,15.32,0,"Lexington"
-84.5378,37.9731,2020,9,16,2,82.59,14.67,0,"Lexington"
-84.5378,37.9731,2020,9,16,3,84.01,14.1,0,"Lexington"
-84.5378,37.9731,2020,9,16,4,85.98,13.63,0,"Lexington"
-84.5378,37.9731,2020,9,16,5,88.13,13.21,0,"Lexington"
-84.5378,37.9731,2020,9,16,6,89.97,12.98,0,"Lexington"
-84.5378,37.9731,2020,9,16,7,91.99,12.85,0,"Lexington"
-84.5378,37.9731,2020,9,16,8,94.48,12.75,0,"Lexington"
-84.5378,37.9731,2020,9,16,9,97.25,12.63,0,"Lexington"
-84.5378,37.9731,2020,9,16,10,99.84,12.61,0,"Lexington"
-84.5378,37.9731,2020,9,16,11,100,13.05,0.02,"Lexington"
-84.5378,37.9731,2020,9,16,12,92,15.44,0.01,"Lexington"
-84.5378,37.9731,2020,9,16,13,86.53,17.29,0.01,"Lexington"
-84.5378,37.9731,2020,9,16,14,78.93,20.23,0.01,"Lexington"
-84.5378,37.9731,2020,9,16,15,71.29,22.95,0.03,"Lexington"
-84.5378,37.9731,2020,9,16,16,68,24.52,0.07,"Lexington"
-84.5378,37.9731,2020,9,16,17,67.2,25.3,0.06,"Lexington"
-84.5378,37.9731,2020,9,16,18,67.62,25.47,0.04,"Lexington"
-84.5378,37.9731,2020,9,16,19,69.41,25.14,0.03,"Lexington"
-84.5378,37.9731,2020,9,16,20,71.62,24.75,0.02,"Lexington"
-84.5378,37.9731,2020,9,16,21,75.46,24.24,0.01,"Lexington"
-84.5378,37.9731,2020,9,16,22,83.44,23.33,0.01,"Lexington"
-84.5378,37.9731,2020,9,16,23,83.93,22.23,0,"Lexington"
-84.5378,37.9731,2020,9,17,0,82.71,21.64,0,"Lexington"
-84.5378,37.9731,2020,9,17,1,83.78,20.99,0,"Lexington"
-84.5378,37.9731,2020,9,17,2,83.95,20.65,0,"Lexington"
-84.5378,37.9731,2020,9,17,3,85.25,20.16,0,"Lexington"
-84.5378,37.9731,2020,9,17,4,89.53,19.19,0,"Lexington"
-84.5378,37.9731,2020,9,17,5,94.59,18.17,0,"Lexington"
-84.5378,37.9731,2020,9,17,6,100,17.14,0,"Lexington"
-84.5378,37.9731,2020,9,17,7,100,16.18,0,"Lexington"
-84.5378,37.9731,2020,9,17,8,100,15.6,0,"Lexington"
-84.5378,37.9731,2020,9,17,9,100,15.19,0,"Lexington"
-84.5378,37.9731,2020,9,17,10,100,14.95,0,"Lexington"
-84.5378,37.9731,2020,9,17,11,100,14.91,0,"Lexington"
-84.5378,37.9731,2020,9,17,12,98.48,16.86,0.01,"Lexington"
-84.5378,37.9731,2020,9,17,13,89.29,18.73,0.01,"Lexington"
-84.5378,37.9731,2020,9,17,14,79.32,20.9,0.01,"Lexington"
-84.5378,37.9731,2020,9,17,15,71.19,22.63,0,"Lexington"
-84.5378,37.9731,2020,9,17,16,67.73,23.63,0,"Lexington"
-84.5378,37.9731,2020,9,17,17,65.16,24.42,0,"Lexington"
-84.5378,37.9731,2020,9,17,18,61.76,25.29,0,"Lexington"
-84.5378,37.9731,2020,9,17,19,58.23,25.64,0,"Lexington"
-84.5378,37.9731,2020,9,17,20,55.29,25.52,0,"Lexington"
-84.5378,37.9731,2020,9,17,21,55.37,24.86,0,"Lexington"
-84.5378,37.9731,2020,9,17,22,65.03,23.14,0,"Lexington"
-84.5378,37.9731,2020,9,17,23,74.15,19.73,0,"Lexington"
-84.5378,37.9731,2020,9,18,0,75.34,17.94,0,"Lexington"
-84.5378,37.9731,2020,9,18,1,77.23,17.14,0,"Lexington"
-84.5378,37.9731,2020,9,18,2,81.12,16.34,0,"Lexington"
-84.5378,37.9731,2020,9,18,3,85.48,15.64,0,"Lexington"
-84.5378,37.9731,2020,9,18,4,89.5,15.04,0,"Lexington"
-84.5378,37.9731,2020,9,18,5,92.52,14.64,0,"Lexington"
-84.5378,37.9731,2020,9,18,6,95.05,14.32,0,"Lexington"
-84.5378,37.9731,2020,9,18,7,96.93,13.9,0,"Lexington"
-84.5378,37.9731,2020,9,18,8,97.07,13.52,0,"Lexington"
-84.5378,37.9731,2020,9,18,9,96.22,13.03,0.01,"Lexington"
-84.5378,37.9731,2020,9,18,10,93.5,12.73,0.01,"Lexington"
-84.5378,37.9731,2020,9,18,11,89.52,12.62,0.01,"Lexington"
-84.5378,37.9731,2020,9,18,12,82.3,13.47,0,"Lexington"
-84.5378,37.9731,2020,9,18,13,73.92,14.77,0,"Lexington"
-84.5378,37.9731,2020,9,18,14,63.71,16.62,0,"Lexington"
-84.5378,37.9731,2020,9,18,15,55.55,18.23,0,"Lexington"
-84.5378,37.9731,2020,9,18,16,50.33,19.37,0,"Lexington"
-84.5378,37.9731,2020,9,18,17,46.15,20.15,0,"Lexington"
-84.5378,37.9731,2020,9,18,18,43.77,20.62,0,"Lexington"
-84.5378,37.9731,2020,9,18,19,42.78,20.82,0,"Lexington"
-84.5378,37.9731,2020,9,18,20,43.11,20.69,0,"Lexington"
-84.5378,37.9731,2020,9,18,21,44.26,20.14,0,"Lexington"
-84.5378,37.9731,2020,9,18,22,48.58,18.91,0,"Lexington"
-84.5378,37.9731,2020,9,18,23,63.8,15.74,0,"Lexington"
-84.5378,37.9731,2020,9,19,0,69.22,13.7,0,"Lexington"
-84.5378,37.9731,2020,9,19,1,71.04,12.68,0,"Lexington"
-84.5378,37.9731,2020,9,19,2,73.51,11.68,0,"Lexington"
-84.5378,37.9731,2020,9,19,3,75.68,10.82,0,"Lexington"
-84.5378,37.9731,2020,9,19,4,77.65,10.1,0,"Lexington"
-84.5378,37.9731,2020,9,19,5,79.4,9.45,0,"Lexington"
-84.5378,37.9731,2020,9,19,6,81.17,8.85,0,"Lexington"
-84.5378,37.9731,2020,9,19,7,82.94,8.3,0,"Lexington"
-84.5378,37.9731,2020,9,19,8,84.4,7.81,0,"Lexington"
-84.5378,37.9731,2020,9,19,9,86.32,7.3,0,"Lexington"
-84.5378,37.9731,2020,9,19,10,88.18,6.78,0,"Lexington"
-84.5378,37.9731,2020,9,19,11,89.24,6.45,0,"Lexington"
-84.5378,37.9731,2020,9,19,12,77.72,8.45,0,"Lexington"
-84.5378,37.9731,2020,9,19,13,64.54,11.25,0,"Lexington"
-84.5378,37.9731,2020,9,19,14,57.32,14.2,0,"Lexington"
-84.5378,37.9731,2020,9,19,15,52.13,17.13,0,"Lexington"
-84.5378,37.9731,2020,9,19,16,49.92,18.75,0,"Lexington"
-84.5378,37.9731,2020,9,19,17,48,19.79,0,"Lexington"
-84.5378,37.9731,2020,9,19,18,46.04,20.5,0,"Lexington"
-84.5378,37.9731,2020,9,19,19,44.48,20.84,0,"Lexington"
-84.5378,37.9731,2020,9,19,20,43.83,20.74,0,"Lexington"
-84.5378,37.9731,2020,9,19,21,44.57,20.2,0,"Lexington"
-84.5378,37.9731,2020,9,19,22,50.38,18.98,0,"Lexington"
-84.5378,37.9731,2020,9,19,23,71.83,15.25,0,"Lexington"
-84.5378,37.9731,2020,9,20,0,74.15,13.03,0,"Lexington"
-84.5378,37.9731,2020,9,20,1,74.03,12.15,0,"Lexington"
-84.5378,37.9731,2020,9,20,2,74.73,11.34,0,"Lexington"
-84.5378,37.9731,2020,9,20,3,77.49,10.44,0,"Lexington"
-84.5378,37.9731,2020,9,20,4,79.13,9.74,0,"Lexington"
-84.5378,37.9731,2020,9,20,5,79.32,9.13,0,"Lexington"
-84.5378,37.9731,2020,9,20,6,79.1,8.52,0,"Lexington"
-84.5378,37.9731,2020,9,20,7,79.62,7.91,0,"Lexington"
-84.5378,37.9731,2020,9,20,8,81.3,7.3,0,"Lexington"
-84.5378,37.9731,2020,9,20,9,83.27,6.76,0,"Lexington"
-84.5378,37.9731,2020,9,20,10,85.54,6.29,0,"Lexington"
-84.5378,37.9731,2020,9,20,11,87.63,6.03,0,"Lexington"
-84.5378,37.9731,2020,9,20,12,78.48,7.98,0,"Lexington"
-84.5378,37.9731,2020,9,20,13,70.72,10.9,0,"Lexington"
-84.5378,37.9731,2020,9,20,14,62.11,14.55,0,"Lexington"
-84.5378,37.9731,2020,9,20,15,54.3,17.71,0,"Lexington"
-84.5378,37.9731,2020,9,20,16,48.28,19.4,0,"Lexington"
-84.5378,37.9731,2020,9,20,17,43.14,20.47,0,"Lexington"
-84.5378,37.9731,2020,9,20,18,38.72,21.17,0,"Lexington"
-84.5378,37.9731,2020,9,20,19,35.83,21.41,0,"Lexington"
-84.5378,37.9731,2020,9,20,20,34.53,21.25,0,"Lexington"
-84.5378,37.9731,2020,9,20,21,34.84,20.65,0,"Lexington"
-84.5378,37.9731,2020,9,20,22,44.7,18.96,0,"Lexington"
-84.5378,37.9731,2020,9,20,23,62.31,14.79,0,"Lexington"
-84.5378,37.9731,2020,9,21,0,65.14,12.7,0,"Lexington"
-84.5378,37.9731,2020,9,21,1,65.31,11.89,0,"Lexington"
-84.5378,37.9731,2020,9,21,2,66.49,11.03,0,"Lexington"
-84.5378,37.9731,2020,9,21,3,68.11,10.2,0,"Lexington"
-84.5378,37.9731,2020,9,21,4,70.14,9.48,0,"Lexington"
-84.5378,37.9731,2020,9,21,5,73.1,8.84,0,"Lexington"
-84.5378,37.9731,2020,9,21,6,77.09,8.34,0,"Lexington"
-84.5378,37.9731,2020,9,21,7,81.09,7.93,0,"Lexington"
-84.5378,37.9731,2020,9,21,8,84.43,7.53,0,"Lexington"
-84.5378,37.9731,2020,9,21,9,86.84,7.1,0,"Lexington"
-84.5378,37.9731,2020,9,21,10,88.97,6.62,0,"Lexington"
-84.5378,37.9731,2020,9,21,11,90.55,6.29,0,"Lexington"
-84.5378,37.9731,2020,9,21,12,78.6,8.87,0,"Lexington"
-84.5378,37.9731,2020,9,21,13,67.54,11.74,0,"Lexington"
-84.5378,37.9731,2020,9,21,14,55.69,15.19,0,"Lexington"
-84.5378,37.9731,2020,9,21,15,48.95,17.39,0,"Lexington"
-84.5378,37.9731,2020,9,21,16,42.9,19.17,0,"Lexington"
-84.5378,37.9731,2020,9,21,17,37.89,20.53,0,"Lexington"
-84.5378,37.9731,2020,9,21,18,35.7,21.34,0,"Lexington"
-84.5378,37.9731,2020,9,21,19,34.91,21.72,0,"Lexington"
-84.5378,37.9731,2020,9,21,20,35.15,21.65,0,"Lexington"
-84.5378,37.9731,2020,9,21,21,36.63,21.14,0,"Lexington"
-84.5378,37.9731,2020,9,21,22,43.73,19.78,0,"Lexington"
-84.5378,37.9731,2020,9,21,23,63.07,16.08,0,"Lexington"
-84.5378,37.9731,2020,9,22,0,63.84,13.92,0,"Lexington"
-84.5378,37.9731,2020,9,22,1,67.83,12.51,0,"Lexington"
-84.5378,37.9731,2020,9,22,2,70.27,11.43,0,"Lexington"
-84.5378,37.9731,2020,9,22,3,72.27,10.6,0,"Lexington"
-84.5378,37.9731,2020,9,22,4,74.82,9.87,0,"Lexington"
-84.5378,37.9731,2020,9,22,5,77.6,9.17,0,"Lexington"
-84.5378,37.9731,2020,9,22,6,80.43,8.56,0,"Lexington"
-84.5378,37.9731,2020,9,22,7,82.46,8.11,0,"Lexington"
-84.5378,37.9731,2020,9,22,8,83.91,7.8,0,"Lexington"
-84.5378,37.9731,2020,9,22,9,85.94,7.58,0,"Lexington"
-84.5378,37.9731,2020,9,22,10,88.75,7.24,0,"Lexington"
-84.5378,37.9731,2020,9,22,11,90.76,7.09,0,"Lexington"
-84.5378,37.9731,2020,9,22,12,82.05,9.61,0,"Lexington"
-84.5378,37.9731,2020,9,22,13,71.34,12.12,0,"Lexington"
-84.5378,37.9731,2020,9,22,14,59.15,15.76,0,"Lexington"
-84.5378,37.9731,2020,9,22,15,44.71,19.54,0,"Lexington"
-84.5378,37.9731,2020,9,22,16,42.27,20.91,0,"Lexington"
-84.5378,37.9731,2020,9,22,17,42,21.63,0,"Lexington"
-84.5378,37.9731,2020,9,22,18,42.49,21.92,0,"Lexington"
-84.5378,37.9731,2020,9,22,19,44.5,21.49,0,"Lexington"
-84.5378,37.9731,2020,9,22,20,46.63,21.14,0,"Lexington"
-84.5378,37.9731,2020,9,22,21,50.58,20.64,0,"Lexington"
-84.5378,37.9731,2020,9,22,22,59.37,19.75,0,"Lexington"
-84.5378,37.9731,2020,9,22,23,71.96,17.15,0,"Lexington"
-84.5378,37.9731,2020,9,23,0,75.8,15.58,0,"Lexington"
-84.5378,37.9731,2020,9,23,1,79.53,14.69,0,"Lexington"
-84.5378,37.9731,2020,9,23,2,81.37,14.06,0,"Lexington"
-84.5378,37.9731,2020,9,23,3,83.07,13.46,0,"Lexington"
-84.5378,37.9731,2020,9,23,4,84.84,12.85,0,"Lexington"
-84.5378,37.9731,2020,9,23,5,86.45,12.08,0,"Lexington"
-84.5378,37.9731,2020,9,23,6,86.83,12.03,0.31,"Lexington"
-84.5378,37.9731,2020,9,23,7,89.14,11.3,0.31,"Lexington"
-84.5378,37.9731,2020,9,23,8,91.31,10.78,0.31,"Lexington"
-84.5378,37.9731,2020,9,23,9,91.85,10.61,0,"Lexington"
-84.5378,37.9731,2020,9,23,10,91.06,10.74,0,"Lexington"
-84.5378,37.9731,2020,9,23,11,91.43,10.74,0,"Lexington"
-84.5378,37.9731,2020,9,23,12,89.11,12.18,0,"Lexington"
-84.5378,37.9731,2020,9,23,13,78.47,14.07,0,"Lexington"
-84.5378,37.9731,2020,9,23,14,72.95,15.96,0,"Lexington"
-84.5378,37.9731,2020,9,23,15,58.3,19.05,0,"Lexington"
-84.5378,37.9731,2020,9,23,16,49.13,20.68,0,"Lexington"
-84.5378,37.9731,2020,9,23,17,47.66,21.06,0,"Lexington"
-84.5378,37.9731,2020,9,23,18,47.13,21.38,0,"Lexington"
-84.5378,37.9731,2020,9,23,19,46.34,21.86,0,"Lexington"
-84.5378,37.9731,2020,9,23,20,45.86,22.17,0,"Lexington"
-84.5378,37.9731,2020,9,23,21,48.6,21.51,0,"Lexington"
-84.5378,37.9731,2020,9,23,22,69.35,19.6,0,"Lexington"
-84.5378,37.9731,2020,9,23,23,71.87,17.7,0,"Lexington"
-84.5378,37.9731,2020,9,24,0,76.97,16.23,0,"Lexington"
-84.5378,37.9731,2020,9,24,1,78.61,15.59,0,"Lexington"
-84.5378,37.9731,2020,9,24,2,79.86,15.17,0,"Lexington"
-84.5378,37.9731,2020,9,24,3,80.49,14.85,0,"Lexington"
-84.5378,37.9731,2020,9,24,4,78.33,14.92,0,"Lexington"
-84.5378,37.9731,2020,9,24,5,74,15.24,0,"Lexington"
-84.5378,37.9731,2020,9,24,6,73.25,15.13,0.17,"Lexington"
-84.5378,37.9731,2020,9,24,7,72.69,15.09,0.17,"Lexington"
-84.5378,37.9731,2020,9,24,8,74.25,14.74,0.17,"Lexington"
-84.5378,37.9731,2020,9,24,9,76.12,14.53,0,"Lexington"
-84.5378,37.9731,2020,9,24,10,80.23,14.1,0.01,"Lexington"
-84.5378,37.9731,2020,9,24,11,85.64,13.48,0.02,"Lexington"
-84.5378,37.9731,2020,9,24,12,84.81,14.32,0,"Lexington"
