"LON","LAT","YEAR","MO","DY","HR","RH2M","T2M","PRECTOTCORR","city"
-84.2867,37.5683,2022,12,19,22,83.94,-1.4,0,"Berea"
-84.2867,37.5683,2022,12,19,23,83.18,-1.5,0,"Berea"
-84.2867,37.5683,2022,12,20,0,78.55,-1.34,0,"Berea"
-84.2867,37.5683,2022,12,20,1,82.15,-2.02,0,"Berea"
-84.2867,37.5683,2022,12,20,2,85.21,-2.64,0,"Berea"
-84.2867,37.5683,2022,12,20,3,88.21,-3.28,0,"Berea"
-84.2867,37.5683,2022,12,20,4,90.31,-3.42,0,"Berea"
-84.2867,37.5683,2022,12,20,5,90.92,-3.23,0,"Berea"
-84.2867,37.5683,2022,12,20,6,92.83,-3.3,0.02,"Berea"
-84.2867,37.5683,2022,12,20,7,93.88,-3.3,0.02,"Berea"
-84.2867,37.5683,2022,12,20,8,94.57,-3.3,0.02,"Berea"
-84.2867,37.5683,2022,12,20,9,95.48,-3.33,0,"Berea"
-84.2867,37.5683,2022,12,20,10,96.23,-3.34,0,"Berea"
-84.2867,37.5683,2022,12,20,11,95.7,-3.23,0,"Berea"
-84.2867,37.5683,2022,12,20,12,96.42,-3.23,0.34,"Berea"
-84.2867,37.5683,2022,12,20,13,91.68,-2.46,0.07,"Berea"
-84.2867,37.5683,2022,12,20,14,82.02,-0.67,0,"Berea"
-84.2867,37.5683,2022,12,20,15,66.32,2.04,0,"Berea"
-84.2867,37.5683,2022,12,20,16,57.63,4.16,0,"Berea"
-84.2867,37.5683,2022,12,20,17,49.5,6.04,0,"Berea"
-84.2867,37.5683,2022,12,20,18,44.8,7.18,0,"Berea"
-84.2867,37.5683,2022,12,20,19,42.43,7.87,0,"Berea"
-84.2867,37.5683,2022,12,20,20,55.32,7,0,"Berea"
-84.2867,37.5683,2022,12,20,21,69.91,4.08,0,"Berea"
-84.2867,37.5683,2022,12,20,22,68.62,1.12,0,"Berea"
-84.2867,37.5683,2022,12,20,23,77.36,-0.51,0,"Berea"
-84.2867,37.5683,2022,12,21,0,84.18,-1.61,0,"Berea"
-84.2867,37.5683,2022,12,21,1,86.81,-2.15,0,"Berea"
-84.2867,37.5683,2022,12,21,2,88.17,-2.51,0,"Berea"
-84.2867,37.5683,2022,12,21,3,89.83,-2.82,0,"Berea"
-84.2867,37.5683,2022,12,21,4,91.5,-3.08,0,"Berea"
-84.2867,37.5683,2022,12,21,5,93.09,-3.37,0,"Berea"
-84.2867,37.5683,2022,12,21,6,94.4,-3.58,0,"Berea"
-84.2867,37.5683,2022,12,21,7,95.27,-3.69,0,"Berea"
-84.2867,37.5683,2022,12,21,8,94.88,-3.69,0,"Berea"
-84.2867,37.5683,2022,12,21,9,95.15,-3.73,0,"Berea"
-84.2867,37.5683,2022,12,21,10,94.97,-3.71,0,"Berea"
-84.2867,37.5683,2022,12,21,11,94.89,-3.7,0,"Berea"
-84.2867,37.5683,2022,12,21,12,95.5,-3.73,0,"Berea"
-84.2867,37.5683,2022,12,21,13,89.37,-2.13,0,"Berea"
-84.2867,37.5683,2022,12,21,14,75.52,0.31,0,"Berea"
-84.2867,37.5683,2022,12,21,15,68.11,2.83,0,"Berea"
-84.2867,37.5683,2022,12,21,16,56.22,5.91,0,"Berea"
-84.2867,37.5683,2022,12,21,17,50.42,7.87,0,"Berea"
-84.2867,37.5683,2022,12,21,18,49.93,8.55,0,"Berea"
-84.2867,37.5683,2022,12,21,19,53.5,8.37,0,"Berea"
-84.2867,37.5683,2022,12,21,20,72.21,6.97,0,"Berea"
-84.2867,37.5683,2022,12,21,21,83.63,3.71,0,"Berea"
-84.2867,37.5683,2022,12,21,22,88.17,0.51,0,"Berea"
-84.2867,37.5683,2022,12,21,23,90.76,0.3,0,"Berea"
-84.2867,37.5683,2022,12,22,0,90.45,0.46,0,"Berea"
-84.2867,37.5683,2022,12,22,1,91.77,0.22,0,"Berea"
-84.2867,37.5683,2022,12,22,2,93.07,0.1,0,"Berea"
-84.2867,37.5683,2022,12,22,3,89.64,0.99,0.01,"Berea"
-84.2867,37.5683,2022,12,22,4,85.49,2.01,0.02,"Berea"
-84.2867,37.5683,2022,12,22,5,85.67,2.47,0.06,"Berea"
-84.2867,37.5683,2022,12,22,6,86.97,2.7,0.18,"Berea"
-84.2867,37.5683,2022,12,22,7,89.23,2.77,0.28,"Berea"
-84.2867,37.5683,2022,12,22,8,91.86,2.78,0.39,"Berea"
-84.2867,37.5683,2022,12,22,9,94.02,2.7,0.77,"Berea"
-84.2867,37.5683,2022,12,22,10,95.27,2.76,1.89,"Berea"
-84.2867,37.5683,2022,12,22,11,96.51,2.79,5.06,"Berea"
-84.2867,37.5683,2022,12,22,12,97.53,2.88,1.31,"Berea"
-84.2867,37.5683,2022,12,22,13,97.68,3.03,1.42,"Berea"
-84.2867,37.5683,2022,12,22,14,95.17,3.86,0.99,"Berea"
-84.2867,37.5683,2022,12,22,15,92.83,4.77,0.73,"Berea"
-84.2867,37.5683,2022,12,22,16,89.03,5.93,0.67,"Berea"
-84.2867,37.5683,2022,12,22,17,87.05,6.74,0.67,"Berea"
-84.2867,37.5683,2022,12,22,18,88.05,7.07,0.76,"Berea"
-84.2867,37.5683,2022,12,22,19,90.48,7.06,0.85,"Berea"
-84.2867,37.5683,2022,12,22,20,92.8,6.85,0.88,"Berea"
-84.2867,37.5683,2022,12,22,21,94.54,6.54,0.46,"Berea"
-84.2867,37.5683,2022,12,22,22,96.36,6.15,0.81,"Berea"
-84.2867,37.5683,2022,12,22,23,95.9,6.26,3.89,"Berea"
-84.2867,37.5683,2022,12,23,0,95.94,6.24,8.65,"Berea"
-84.2867,37.5683,2022,12,23,1,97.42,5.83,15.5,"Berea"
-84.2867,37.5683,2022,12,23,2,96.79,4.92,29.06,"Berea"
-84.2867,37.5683,2022,12,23,3,93.31,-0.6,32.25,"Berea"
-84.2867,37.5683,2022,12,23,4,85.98,-7.37,16.57,"Berea"
-84.2867,37.5683,2022,12,23,5,81.18,-9.95,5.92,"Berea"
-84.2867,37.5683,2022,12,23,6,76.87,-11.2,1.72,"Berea"
-84.2867,37.5683,2022,12,23,7,72.82,-13.29,0.47,"Berea"
-84.2867,37.5683,2022,12,23,8,68.62,-14.76,0.32,"Berea"
-84.2867,37.5683,2022,12,23,9,66.29,-15.45,0.31,"Berea"
-84.2867,37.5683,2022,12,23,10,64.62,-16.35,0.35,"Berea"
-84.2867,37.5683,2022,12,23,11,63.46,-17.27,0.37,"Berea"
-84.2867,37.5683,2022,12,23,12,63.28,-17.63,0,"Berea"
-84.2867,37.5683,2022,12,23,13,62.61,-17.51,0,"Berea"
-84.2867,37.5683,2022,12,23,14,60.91,-17.21,0,"Berea"
-84.2867,37.5683,2022,12,23,15,59.21,-16.9,0,"Berea"
-84.2867,37.5683,2022,12,23,16,59.47,-16.74,0,"Berea"
-84.2867,37.5683,2022,12,23,17,59.67,-16.78,0,"Berea"
-84.2867,37.5683,2022,12,23,18,60.49,-16.93,0,"Berea"
-84.2867,37.5683,2022,12,23,19,62.04,-17,0,"Berea"
-84.2867,37.5683,2022,12,23,20,62.24,-17.03,0,"Berea"
-84.2867,37.5683,2022,12,23,21,64.32,-17.18,0,"Berea"
-84.2867,37.5683,2022,12,23,22,66.44,-17.33,0,"Berea"
-84.2867,37.5683,2022,12,23,23,67.34,-17.28,0,"Berea"
-84.2867,37.5683,2022,12,24,0,67.78,-17.16,0,"Berea"
-84.2867,37.5683,2022,12,24,1,68.18,-17.04,0,"Berea"
-84.2867,37.5683,2022,12,24,2,68.42,-16.9,0,"Berea"
-84.2867,37.5683,2022,12,24,3,69.58,-16.73,0,"Berea"
-84.2867,37.5683,2022,12,24,4,69.46,-16.54,0,"Berea"
-84.2867,37.5683,2022,12,24,5,69.38,-16.36,0,"Berea"
-84.2867,37.5683,2022,12,24,6,70.48,-16.2,0,"Berea"
-84.2867,37.5683,2022,12,24,7,70.88,-15.94,0,"Berea"
-84.2867,37.5683,2022,12,24,8,72.72,-15.6,0,"Berea"
-84.2867,37.5683,2022,12,24,9,74.09,-15.22,0,"Berea"
-84.2867,37.5683,2022,12,24,10,74.54,-14.87,0,"Berea"
-84.2867,37.5683,2022,12,24,11,75.58,-14.48,0,"Berea"
-84.2867,37.5683,2022,12,24,12,76.22,-14.18,0,"Berea"
-84.2867,37.5683,2022,12,24,13,75.56,-13.83,0,"Berea"
-84.2867,37.5683,2022,12,24,14,71.76,-13.26,0,"Berea"
-84.2867,37.5683,2022,12,24,15,68.9,-12.56,0,"Berea"
-84.2867,37.5683,2022,12,24,16,67.43,-11.84,0,"Berea"
-84.2867,37.5683,2022,12,24,17,65.93,-11.02,0,"Berea"
-84.2867,37.5683,2022,12,24,18,64.77,-10.06,0,"Berea"
-84.2867,37.5683,2022,12,24,19,64.61,-9.21,0,"Berea"
-84.2867,37.5683,2022,12,24,20,65.08,-8.52,0,"Berea"
-84.2867,37.5683,2022,12,24,21,66.63,-8.15,0,"Berea"
-84.2867,37.5683,2022,12,24,22,70.79,-8.49,0,"Berea"
-84.2867,37.5683,2022,12,24,23,76.31,-9.17,0,"Berea"
-84.2867,37.5683,2022,12,25,0,80.13,-9.72,0,"Berea"
-84.2867,37.5683,2022,12,25,1,81.6,-10.01,0,"Berea"
-84.2867,37.5683,2022,12,25,2,83.01,-10.29,0,"Berea"
-84.2867,37.5683,2022,12,25,3,83.91,-10.5,0,"Berea"
-84.2867,37.5683,2022,12,25,4,84.31,-10.64,0,"Berea"
-84.2867,37.5683,2022,12,25,5,85.12,-10.92,0,"Berea"
-84.2867,37.5683,2022,12,25,6,86.23,-11.15,0,"Berea"
-84.2867,37.5683,2022,12,25,7,87.9,-11.45,0,"Berea"
-84.2867,37.5683,2022,12,25,8,89.59,-11.75,0,"Berea"
-84.2867,37.5683,2022,12,25,9,91.36,-11.97,0,"Berea"
-84.2867,37.5683,2022,12,25,10,93.8,-12.26,0,"Berea"
-84.2867,37.5683,2022,12,25,11,95.28,-12.52,0,"Berea"
-84.2867,37.5683,2022,12,25,12,97.33,-12.75,0.04,"Berea"
-84.2867,37.5683,2022,12,25,13,91.89,-12.11,0.04,"Berea"
-84.2867,37.5683,2022,12,25,14,74.6,-10.14,0,"Berea"
-84.2867,37.5683,2022,12,25,15,61.68,-8.46,0,"Berea"
-84.2867,37.5683,2022,12,25,16,53.92,-6.82,0,"Berea"
-84.2867,37.5683,2022,12,25,17,48.38,-5.37,0,"Berea"
-84.2867,37.5683,2022,12,25,18,44.99,-4.33,0,"Berea"
-84.2867,37.5683,2022,12,25,19,43.7,-3.8,0,"Berea"
-84.2867,37.5683,2022,12,25,20,44.71,-3.88,0,"Berea"
-84.2867,37.5683,2022,12,25,21,49.49,-4.79,0,"Berea"
-84.2867,37.5683,2022,12,25,22,62.46,-6.96,0,"Berea"
-84.2867,37.5683,2022,12,25,23,74.09,-8.25,0,"Berea"
-84.2867,37.5683,2022,12,26,0,80.82,-9,0,"Berea"
-84.2867,37.5683,2022,12,26,1,85.42,-9.55,0,"Berea"
-84.2867,37.5683,2022,12,26,2,88.52,-10.03,0,"Berea"
-84.2867,37.5683,2022,12,26,3,91.76,-10.51,0,"Berea"
-84.2867,37.5683,2022,12,26,4,94.28,-10.97,0,"Berea"
-84.2867,37.5683,2022,12,26,5,95.24,-11.16,0,"Berea"
-84.2867,37.5683,2022,12,26,6,95.17,-10.99,0,"Berea"
-84.2867,37.5683,2022,12,26,7,93.99,-10.77,0,"Berea"
-84.2867,37.5683,2022,12,26,8,91.15,-10.27,0,"Berea"
-84.2867,37.5683,2022,12,26,9,86.33,-9.66,0,"Berea"
-84.2867,37.5683,2022,12,26,10,83.95,-9.19,0,"Berea"
-84.2867,37.5683,2022,12,26,11,81.62,-8.64,0,"Berea"
-84.2867,37.5683,2022,12,26,12,80.59,-8.12,0.09,"Berea"
-84.2867,37.5683,2022,12,26,13,79.05,-7.54,0.1,"Berea"
-84.2867,37.5683,2022,12,26,14,72.96,-6.62,0.11,"Berea"
-84.2867,37.5683,2022,12,26,15,70.19,-5.54,0.08,"Berea"
-84.2867,37.5683,2022,12,26,16,70.23,-4.69,0.06,"Berea"
-84.2867,37.5683,2022,12,26,17,72.47,-4.08,0.03,"Berea"
-84.2867,37.5683,2022,12,26,18,74.85,-3.61,0.03,"Berea"
-84.2867,37.5683,2022,12,26,19,76.8,-3.22,0.02,"Berea"
-84.2867,37.5683,2022,12,26,20,79.42,-3.01,0.02,"Berea"
-84.2867,37.5683,2022,12,26,21,82.05,-2.96,0.01,"Berea"
-84.2867,37.5683,2022,12,26,22,87.96,-3.36,0.01,"Berea"
-84.2867,37.5683,2022,12,26,23,94.54,-4.25,0.01,"Berea"
-84.2867,37.5683,2022,12,27,0,95.3,-4.29,0.01,"Berea"
-84.2867,37.5683,2022,12,27,1,95.55,-4.18,0.02,"Berea"
-84.2867,37.5683,2022,12,27,2,96.05,-4.15,0.01,"Berea"
-84.2867,37.5683,2022,12,27,3,96.56,-4.12,0.01,"Berea"
-84.2867,37.5683,2022,12,27,4,96.96,-4.03,0.01,"Berea"
-84.2867,37.5683,2022,12,27,5,97.64,-3.98,0.01,"Berea"
-84.2867,37.5683,2022,12,27,6,98.26,-3.97,0,"Berea"
-84.2867,37.5683,2022,12,27,7,98.13,-3.91,0.01,"Berea"
-84.2867,37.5683,2022,12,27,8,97.56,-3.84,0.01,"Berea"
-84.2867,37.5683,2022,12,27,9,96.82,-3.75,0.01,"Berea"
-84.2867,37.5683,2022,12,27,10,97,-3.77,0.01,"Berea"
-84.2867,37.5683,2022,12,27,11,96.96,-3.76,0.02,"Berea"
-84.2867,37.5683,2022,12,27,12,97.58,-3.83,0.01,"Berea"
-84.2867,37.5683,2022,12,27,13,94.31,-3.21,0,"Berea"
-84.2867,37.5683,2022,12,27,14,84.9,-1.49,0,"Berea"
-84.2867,37.5683,2022,12,27,15,75.7,0.62,0,"Berea"
-84.2867,37.5683,2022,12,27,16,71.15,2.01,0,"Berea"
-84.2867,37.5683,2022,12,27,17,67.59,3.07,0,"Berea"
-84.2867,37.5683,2022,12,27,18,65.66,3.68,0,"Berea"
-84.2867,37.5683,2022,12,27,19,65.64,3.89,0,"Berea"
-84.2867,37.5683,2022,12,27,20,71.73,3.49,0,"Berea"
-84.2867,37.5683,2022,12,27,21,82.01,2.07,0,"Berea"
-84.2867,37.5683,2022,12,27,22,77.73,0.61,0,"Berea"
-84.2867,37.5683,2022,12,27,23,82.9,-0.4,0,"Berea"
-84.2867,37.5683,2022,12,28,0,90.67,-1.52,0,"Berea"
-84.2867,37.5683,2022,12,28,1,96.11,-2.22,0,"Berea"
-84.2867,37.5683,2022,12,28,2,96.04,-2.14,0,"Berea"
-84.2867,37.5683,2022,12,28,3,96.53,-2.09,0,"Berea"
-84.2867,37.5683,2022,12,28,4,97.96,-2.19,0,"Berea"
-84.2867,37.5683,2022,12,28,5,100,-2.56,0,"Berea"
-84.2867,37.5683,2022,12,28,6,100,-2.89,0,"Berea"
-84.2867,37.5683,2022,12,28,7,100,-3.29,0,"Berea"
-84.2867,37.5683,2022,12,28,8,100,-3.65,0,"Berea"
-84.2867,37.5683,2022,12,28,9,100,-3.8,0,"Berea"
-84.2867,37.5683,2022,12,28,10,100,-3.82,0,"Berea"
-84.2867,37.5683,2022,12,28,11,100,-3.75,0,"Berea"
-84.2867,37.5683,2022,12,28,12,100,-3.59,0,"Berea"
-84.2867,37.5683,2022,12,28,13,95.95,-2.78,0,"Berea"
-84.2867,37.5683,2022,12,28,14,86.93,-0.77,0,"Berea"
-84.2867,37.5683,2022,12,28,15,76.95,2.27,0,"Berea"
-84.2867,37.5683,2022,12,28,16,65.7,5.45,0,"Berea"
-84.2867,37.5683,2022,12,28,17,57.28,7.62,0,"Berea"
-84.2867,37.5683,2022,12,28,18,54.61,8.54,0,"Berea"
-84.2867,37.5683,2022,12,28,19,56.7,8.58,0,"Berea"
-84.2867,37.5683,2022,12,28,20,65.46,7.46,0,"Berea"
-84.2867,37.5683,2022,12,28,21,81,4.25,0,"Berea"
-84.2867,37.5683,2022,12,28,22,93.48,1.1,0,"Berea"
-84.2867,37.5683,2022,12,28,23,94.05,1.12,0,"Berea"
-84.2867,37.5683,2022,12,29,0,97.13,0.57,0,"Berea"
-84.2867,37.5683,2022,12,29,1,97.66,0.46,0,"Berea"
-84.2867,37.5683,2022,12,29,2,96.59,0.54,0,"Berea"
-84.2867,37.5683,2022,12,29,3,95.05,0.76,0,"Berea"
-84.2867,37.5683,2022,12,29,4,94.09,0.97,0,"Berea"
-84.2867,37.5683,2022,12,29,5,93.41,1.07,0,"Berea"
-84.2867,37.5683,2022,12,29,6,93.4,1.11,0.02,"Berea"
-84.2867,37.5683,2022,12,29,7,93.3,1.2,0.02,"Berea"
-84.2867,37.5683,2022,12,29,8,93.27,1.35,0.02,"Berea"
-84.2867,37.5683,2022,12,29,9,93.67,1.5,0,"Berea"
-84.2867,37.5683,2022,12,29,10,95.68,1.14,0,"Berea"
-84.2867,37.5683,2022,12,29,11,96.49,0.96,0,"Berea"
-84.2867,37.5683,2022,12,29,12,96.38,1.05,0.01,"Berea"
-84.2867,37.5683,2022,12,29,13,92.73,2.07,0.01,"Berea"
-84.2867,37.5683,2022,12,29,14,86.06,4.3,0,"Berea"
-84.2867,37.5683,2022,12,29,15,77.88,7.31,0,"Berea"
-84.2867,37.5683,2022,12,29,16,73.21,9.58,0,"Berea"
-84.2867,37.5683,2022,12,29,17,72.49,10.27,0,"Berea"
-84.2867,37.5683,2022,12,29,18,74.77,10.53,0,"Berea"
-84.2867,37.5683,2022,12,29,19,75.43,11.14,0.01,"Berea"
-84.2867,37.5683,2022,12,29,20,79.63,10.83,0.03,"Berea"
-84.2867,37.5683,2022,12,29,21,87.04,9.02,0.05,"Berea"
-84.2867,37.5683,2022,12,29,22,92.33,7.85,0.03,"Berea"
-84.2867,37.5683,2022,12,29,23,93.77,7.58,0,"Berea"
-84.2867,37.5683,2022,12,30,0,93.69,7.55,0,"Berea"
-84.2867,37.5683,2022,12,30,1,92.55,7.71,0.01,"Berea"
-84.2867,37.5683,2022,12,30,2,91.1,7.85,0.02,"Berea"
-84.2867,37.5683,2022,12,30,3,89.72,7.86,0,"Berea"
-84.2867,37.5683,2022,12,30,4,88.22,7.69,0,"Berea"
-84.2867,37.5683,2022,12,30,5,90.69,6.98,0,"Berea"
-84.2867,37.5683,2022,12,30,6,92.25,6.55,0,"Berea"
-84.2867,37.5683,2022,12,30,7,91.48,6.72,0,"Berea"
-84.2867,37.5683,2022,12,30,8,94.57,5.98,0,"Berea"
-84.2867,37.5683,2022,12,30,9,93.55,5.85,0,"Berea"
-84.2867,37.5683,2022,12,30,10,90.28,6.63,0,"Berea"
-84.2867,37.5683,2022,12,30,11,90.39,6.64,0,"Berea"
-84.2867,37.5683,2022,12,30,12,90.11,6.66,0,"Berea"
-84.2867,37.5683,2022,12,30,13,87.21,7.42,0,"Berea"
-84.2867,37.5683,2022,12,30,14,82.36,9.35,0,"Berea"
-84.2867,37.5683,2022,12,30,15,76.77,11.79,0,"Berea"
-84.2867,37.5683,2022,12,30,16,72.19,14.24,0,"Berea"
-84.2867,37.5683,2022,12,30,17,70.47,15.54,0,"Berea"
-84.2867,37.5683,2022,12,30,18,70.15,16.23,0,"Berea"
-84.2867,37.5683,2022,12,30,19,69.81,16.85,0,"Berea"
-84.2867,37.5683,2022,12,30,20,75.03,16.28,0,"Berea"
-84.2867,37.5683,2022,12,30,21,86.41,13.65,0.06,"Berea"
-84.2867,37.5683,2022,12,30,22,94.5,11.51,0.13,"Berea"
-84.2867,37.5683,2022,12,30,23,97.33,11.03,0.21,"Berea"
-84.2867,37.5683,2022,12,31,0,97.4,11,0.16,"Berea"
-84.2867,37.5683,2022,12,31,1,98.29,10.77,0.33,"Berea"
-84.2867,37.5683,2022,12,31,2,100,10.3,0.92,"Berea"
-84.2867,37.5683,2022,12,31,3,100,9.68,12,"Berea"
-84.2867,37.5683,2022,12,31,4,100,9.62,10.3,"Berea"
-84.2867,37.5683,2022,12,31,5,98.42,9.98,5.03,"Berea"
-84.2867,37.5683,2022,12,31,6,98.66,9.8,4.1,"Berea"
-84.2867,37.5683,2022,12,31,7,99.8,9.41,3.57,"Berea"
-84.2867,37.5683,2022,12,31,8,100,8.87,2.98,"Berea"
-84.2867,37.5683,2022,12,31,9,100,8.61,1.72,"Berea"
-84.2867,37.5683,2022,12,31,10,100,8.99,1.84,"Berea"
-84.2867,37.5683,2022,12,31,11,99.13,9.68,1.7,"Berea"
-84.2867,37.5683,2022,12,31,12,98.32,10.27,4.29,"Berea"
-84.2867,37.5683,2022,12,31,13,98.74,10.31,2.02,"Berea"
-84.2867,37.5683,2022,12,31,14,95.89,11.53,0.95,"Berea"
-84.2867,37.5683,2022,12,31,15,93.66,12.7,0.74,"Berea"
-84.2867,37.5683,2022,12,31,16,88.26,13.71,0.24,"Berea"
-84.2867,37.5683,2022,12,31,17,80.74,14.32,2.33,"Berea"
-84.2867,37.5683,2022,12,31,18,72.79,15.3,5,"Berea"
-84.2867,37.5683,2022,12,31,19,76.16,14.29,1.75,"Berea"
-84.2867,37.5683,2022,12,31,20,87.5,12.45,0.03,"Berea"
-84.2867,37.5683,2022,12,31,21,94.43,10.75,0.02,"Berea"
-84.2867,37.5683,2022,12,31,22,100,7.41,0.04,"Berea"
-84.2867,37.5683,2022,12,31,23,100,5.96,0.06,"Berea"
-84.2867,37.5683,2023,1,1,0,100,5.08,0.15,"Berea"
-84.2867,37.5683,2023,1,1,1,100,4.64,0.28,"Berea"
-84.2867,37.5683,2023,1,1,2,100,4.77,0.38,"Berea"
-84.2867,37.5683,2023,1,1,3,100,5.65,0.49,"Berea"
-84.2867,37.5683,2023,1,1,4,100,5.47,0.56,"Berea"
-84.2867,37.5683,2023,1,1,5,100,4.65,0.56,"Berea"
-84.2867,37.5683,2023,1,1,6,100,4.91,0.74,"Berea"
-84.2867,37.5683,2023,1,1,7,100,4.97,1.52,"Berea"
-84.2867,37.5683,2023,1,1,8,100,4.7,2.48,"Berea"
-84.2867,37.5683,2023,1,1,9,100,4.37,2.65,"Berea"
-84.2867,37.5683,2023,1,1,10,99.77,3.95,2.35,"Berea"
-84.2867,37.5683,2023,1,1,11,99.2,3.68,2.17,"Berea"
-84.2867,37.5683,2023,1,1,12,99.16,3.58,0.54,"Berea"
-84.2867,37.5683,2023,1,1,13,99.15,4.39,0.5,"Berea"
-84.2867,37.5683,2023,1,1,14,98.14,5.64,0.41,"Berea"
-84.2867,37.5683,2023,1,1,15,96.89,7.35,0.36,"Berea"
-84.2867,37.5683,2023,1,1,16,95.17,9.19,0.3,"Berea"
-84.2867,37.5683,2023,1,1,17,90.86,11.59,0.36,"Berea"
-84.2867,37.5683,2023,1,1,18,86.33,13.31,0.26,"Berea"
-84.2867,37.5683,2023,1,1,19,85.49,13.73,0.24,"Berea"
-84.2867,37.5683,2023,1,1,20,89.14,13.32,0.16,"Berea"
-84.2867,37.5683,2023,1,1,21,97.26,11.61,0.09,"Berea"
-84.2867,37.5683,2023,1,1,22,100,9.22,0.04,"Berea"
-84.2867,37.5683,2023,1,1,23,100,9.05,0.02,"Berea"
-84.2867,37.5683,2023,1,2,0,100,8.06,0.01,"Berea"
-84.2867,37.5683,2023,1,2,1,100,7.06,0.03,"Berea"
-84.2867,37.5683,2023,1,2,2,100,7.4,0.05,"Berea"
-84.2867,37.5683,2023,1,2,3,100,7.36,0.05,"Berea"
-84.2867,37.5683,2023,1,2,4,100,7.37,0.09,"Berea"
-84.2867,37.5683,2023,1,2,5,100,7.2,0.1,"Berea"
-84.2867,37.5683,2023,1,2,6,100,6.94,0.12,"Berea"
-84.2867,37.5683,2023,1,2,7,100,6.64,0.14,"Berea"
-84.2867,37.5683,2023,1,2,8,100,6.56,0.16,"Berea"
-84.2867,37.5683,2023,1,2,9,100,6.62,0.14,"Berea"
-84.2867,37.5683,2023,1,2,10,100,6.92,0.13,"Berea"
-84.2867,37.5683,2023,1,2,11,100,7.04,0.16,"Berea"
-84.2867,37.5683,2023,1,2,12,100,7.42,1.1,"Berea"
-84.2867,37.5683,2023,1,2,13,99.45,8.56,1.5,"Berea"
-84.2867,37.5683,2023,1,2,14,95.9,10.35,1.64,"Berea"
-84.2867,37.5683,2023,1,2,15,92.22,12.36,1.85,"Berea"
-84.2867,37.5683,2023,1,2,16,89.32,14.01,4.19,"Berea"
-84.2867,37.5683,2023,1,2,17,87.51,15.14,10.42,"Berea"
-84.2867,37.5683,2023,1,2,18,87.06,15.81,15.72,"Berea"
-84.2867,37.5683,2023,1,2,19,88.5,16.05,11.66,"Berea"
-84.2867,37.5683,2023,1,2,20,91.35,15.79,4.11,"Berea"
-84.2867,37.5683,2023,1,2,21,95.26,15,2.74,"Berea"
-84.2867,37.5683,2023,1,2,22,100,13.24,5.16,"Berea"
-84.2867,37.5683,2023,1,2,23,100,13.34,9.42,"Berea"
-84.2867,37.5683,2023,1,3,0,100,13.32,6,"Berea"
-84.2867,37.5683,2023,1,3,1,100,13.47,2.53,"Berea"
-84.2867,37.5683,2023,1,3,2,99.7,14.05,5.18,"Berea"
-84.2867,37.5683,2023,1,3,3,98.98,14.35,16.17,"Berea"
-84.2867,37.5683,2023,1,3,4,99.07,14.49,86.72,"Berea"
-84.2867,37.5683,2023,1,3,5,100,14.2,31.42,"Berea"
-84.2867,37.5683,2023,1,3,6,98.86,14.5,27.76,"Berea"
-84.2867,37.5683,2023,1,3,7,98.61,14.47,17.96,"Berea"
-84.2867,37.5683,2023,1,3,8,98.41,14.4,38.81,"Berea"
-84.2867,37.5683,2023,1,3,9,97.99,14.47,40.48,"Berea"
-84.2867,37.5683,2023,1,3,10,97.8,14.7,25.07,"Berea"
-84.2867,37.5683,2023,1,3,11,98.35,14.61,3.51,"Berea"
-84.2867,37.5683,2023,1,3,12,98.31,14.76,0.96,"Berea"
-84.2867,37.5683,2023,1,3,13,98.3,14.83,9.33,"Berea"
-84.2867,37.5683,2023,1,3,14,96.99,15.33,28.4,"Berea"
-84.2867,37.5683,2023,1,3,15,95.55,16.13,46.62,"Berea"
-84.2867,37.5683,2023,1,3,16,92.74,17.2,80.01,"Berea"
-84.2867,37.5683,2023,1,3,17,90.25,18.18,81.82,"Berea"
-84.2867,37.5683,2023,1,3,18,90.72,18.18,27.26,"Berea"
-84.2867,37.5683,2023,1,3,19,91.58,17.82,19.8,"Berea"
-84.2867,37.5683,2023,1,3,20,92.44,17.17,19.79,"Berea"
-84.2867,37.5683,2023,1,3,21,95.78,16.18,15.51,"Berea"
-84.2867,37.5683,2023,1,3,22,100,14.73,6.81,"Berea"
-84.2867,37.5683,2023,1,3,23,100,14.52,6.75,"Berea"
-84.2867,37.5683,2023,1,4,0,100,14.56,16.73,"Berea"
-84.2867,37.5683,2023,1,4,1,100,14.56,23.69,"Berea"
-84.2867,37.5683,2023,1,4,2,100,14.56,3.16,"Berea"
-84.2867,37.5683,2023,1,4,3,100,14.94,1.45,"Berea"
-84.2867,37.5683,2023,1,4,4,99.59,15.29,1.82,"Berea"
-84.2867,37.5683,2023,1,4,5,100,15.15,6.26,"Berea"
-84.2867,37.5683,2023,1,4,6,98.77,15.41,6.01,"Berea"
-84.2867,37.5683,2023,1,4,7,98.12,15.83,2.69,"Berea"
-84.2867,37.5683,2023,1,4,8,100,14.12,7.59,"Berea"
-84.2867,37.5683,2023,1,4,9,100,13.36,42.46,"Berea"
-84.2867,37.5683,2023,1,4,10,100,14.22,71.42,"Berea"
-84.2867,37.5683,2023,1,4,11,97.93,14.33,29.03,"Berea"
-84.2867,37.5683,2023,1,4,12,92.13,13.5,70.59,"Berea"
-84.2867,37.5683,2023,1,4,13,91.09,12.1,29.35,"Berea"
