GO:0004142	diacylglycerol cholinephosphotransferase activity	108019846
GO:0004143	ATP-dependent diacylglycerol kinase activity	108009537 108009537 108013811 108013811 108014920 108014920 108015754 108015754 108019818 108019818 108021398
GO:0004144	diacylglycerol O-acyltransferase activity	108008582 108008596 108009438 108019527 108019527
GO:0004146	dihydrofolate reductase activity	118877781 118877781
GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	108010516 108010516
GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	108006003 108006003
GO:0004151	dihydroorotase activity	108005238
GO:0004152	dihydroorotate dehydrogenase activity	108007956 108007956
GO:0004155	6,7-dihydropteridine reductase activity	108012381
GO:0004157	dihydropyrimidinase activity	108016271
GO:0004161	dimethylallyltranstransferase activity	108010116
GO:0004163	diphosphomevalonate decarboxylase activity	108018985 108018985
GO:0004164	diphthine synthase activity	108012184 108012184
GO:0004168	dolichol kinase activity	108017960
GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	108015533 108016393
GO:0004170	dUTP diphosphatase activity	108008930 108008930
GO:0004174	electron-transferring-flavoprotein dehydrogenase activity	108009379
GO:0004176	ATP-dependent peptidase activity	108010161 108010161 108010680 108010680 108013426 108015318 108020899 108020899
GO:0004177	aminopeptidase activity	108021615
GO:0004181	metallocarboxypeptidase activity	108005131 108005341 108005341 108005757 108005757 108005765 108005765 108005797 108005797 108005801 108005801 108005830 108005830 108007776 108007776 108007777 108007777 108011144 108011146 108011146 108011148 108011148 108012306 108012306 108012607 108012607 108013673 108015061 108015061 108016821 108016821 108017248 108018764 108018764 108019564 108019564 108019636 108019636 108021070 108021070 108021071 108021071 118877474 118877474
GO:0004185	serine-type carboxypeptidase activity	108008941 108008941 108010277 108010277 108012529 108012529 108013304 108013304 108015956 108015956
GO:0004190	aspartic-type endopeptidase activity	108005425 108008840 108008840 108009687 108009687 108009934 108009934 108010055 108010055 108010761 108010761 108011281 108011281 108015179 108015179 108016671 108016671 108020787 108020787 108020788 108020788 108020827 108020827 108021018 108021018 108021019 108021019 108021113 108021113 136116545 136116946 136117014 136117567 136117578 136117840 139352493 139352745 139352759 139352795 139352805 139353427 139353710 139353712 139353722 139353728 139353757 139353873 139353874 139353875 139353878 139353946 139354088 139354098 139354107 139354282 139354283 139354292 139354323 139354362 139354373 139354391 139354392 139354447 139354455 139354527 139354662 139354711 139354734 139354735 139354736 139354738 139354760 139354761 139354814 139354819 139354901 139354927 139354959 139354967 139355039 139355088 139355089 139355091 139355092 139355138
GO:0004197	cysteine-type endopeptidase activity	108004607 108004957 108006946 108008346 108009790 108011460 108011460 108013490 108013531 108013741 108013741 108014367 108014782 108015136 108017875 108018102 108019639
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	108006345 108009432 108009432 108012989 108012989 108015266 108015266
GO:0004222	metalloendopeptidase activity	108004594 108004594 108004852 108004852 108005013 108005013 108005320 108005333 108005333 108005362 108005387 108005387 108005819 108005819 108005961 108005961 108005963 108005963 108005964 108005964 108006244 108006437 108006437 108006766 108007300 108007300 108007303 108007303 108007600 108007600 108007630 108007630 108007631 108007631 108007646 108007646 108008066 108008066 108008581 108008581 108008594 108008594 108009288 108009288 108009289 108009289 108009290 108009290 108009482 108009482 108009548 108009548 108009739 108009739 108009888 108010161 108010205 108010205 108010258 108010258 108010425 108010425 108010560 108010560 108010573 108010573 108010928 108010928 108011189 108011189 108011523 108011527 108011618 108011618 108012008 108012008 108012217 108012217 108012307 108012596 108012596 108012703 108012703 108013426 108013426 108013794 108013794 108014162 108014162 108014281 108014281 108014344 108014344 108014565 108014565 108014801 108014801 108014868 108014868 108015269 108015269 108015318 108015318 108015444 108015444 108015473 108015523 108015523 108015689 108015893 108016005 108016005 108018512 108018512 108018896 108018896 108019066 108019066 108019072 108019605 108020598 108020598 108020610 108020610 108020611 108020611 108020647 108020647 108020662 108020662 108020995 108020995 118877716 118877716 118877974 118877974 139353354 139353354 139353436 139353436 139354486 139354486 139354768 139354768 139354918
GO:0004252	serine-type endopeptidase activity	108004553 108004716 108004787 108004794 108004804 108004827 108004946 108005048 108005133 108005339 108005339 108005342 108005343 108005343 108005344 108005345 108005346 108005565 108005565 108005815 108005833 108005943 108005943 108006040 108006040 108006300 108006308 108006308 108006364 108006364 108006404 108006771 108006771 108006783 108006958 108006958 108006976 108006976 108007011 108007084 108007084 108007135 108007135 108007217 108007221 108007615 108007616 108007619 108007619 108007651 108007838 108007838 108007845 108007846 108007848 108007854 108008086 108008108 108008134 108008136 108008136 108008137 108008139 108008139 108008146 108008146 108008176 108008176 108008202 108008209 108008214 108008214 108008239 108008248 108008249 108008252 108008252 108008256 108008283 108008340 108008379 108008473 108008476 108008476 108008521 108008522 108008554 108008556 108008560 108008647 108008647 108008651 108008666 108008666 108008673 108008738 108008749 108008749 108008758 108008768 108008793 108008826 108008837 108008878 108008916 108008938 108009030 108009030 108009051 108009076 108009099 108009099 108009173 108009173 108009280 108009405 108009406 108009407 108009568 108009568 108009588 108009666 108009726 108009774 108010071 108010071 108010072 108010072 108010197 108010252 108010252 108010259 108010259 108010270 108010270 108010272 108010272 108010281 108010318 108010421 108010426 108010470 108010563 108010563 108010564 108010580 108010580 108010581 108010601 108010680 108010680 108010751 108010751 108010759 108010805 108010805 108011107 108011107 108011157 108011157 108011181 108011181 108011183 108011308 108011384 108011606 108011658 108011677 108011890 108011917 108012101 108012101 108012246 108012246 108012288 108012353 108012354 108012427 108012484 108012484 108012498 108012499 108012678 108012678 108012817 108012817 108012864 108012864 108012865 108012916 108012952 108013008 108013008 108013024 108013025 108013028 108013029 108013030 108013056 108013056 108013065 108013138 108013163 108013203 108013423 108013447 108013447 108013478 108013491 108013589 108013589 108013631 108013631 108013967 108013976 108014047 108014073 108014126 108014131 108014203 108014439 108014439 108014796 108014802 108014816 108014820 108014820 108015052 108015052 108015053 108015053 108015123 108015123 108015224 108015224 108015275 108015402 108015466 108015470 108015472 108015656 108015656 108015679 108015949 108015949 108015981 108016065 108016076 108016134 108016159 108016404 108016405 108016406 108016418 108016448 108016448 108016451 108016451 108016585 108016587 108016587 108016678 108016792 108016973 108016973 108017241 108017416 108017417 108017417 108017634 108017634 108017687 108017698 108017810 108017810 108017811 108017841 108017841 108017853 108017854 108017869 108017870 108017919 108017921 108017957 108017961 108017973 108017974 108018069 108018134 108018134 108018549 108018558 108018558 108018628 108018913 108019107 108019144 108019148 108019244 108019281 108019281 108019317 108019319 108019328 108019328 108019514 108019514 108019571 108019652 108019691 108019756 108019756 108019830 108019831 108019834 108019834 108020016 108020049 108020065 108020668 108020668 108020700 108020754 108020764 108020793 108020795 108020797 108020800 108020803 108020803 108020876 108020899 108020899 108020943 108020974 108020974 108020983 108020983 108020990 108020990 108021082 108021171 108021172 108021234 108021234 108021271 108021415 108021415 108021416 108021416 108021417 108021417 108021690 108021691 108021728 118876800 118876800 118876902 118876902 118876908 118876908 118876929 118876934 118876934 118876966 118876966 118877289 118877289 118877290 118877290 118877361 118877361 118877416 118877539 118877645 118877645 118877900 118877905 118877905 118877929 118879756 118879795 136116457 136116465 136116470 136116581 136116852 136116919 136117164 136117386 136117386 139352198 139352553 139352553 139352894 139352922 139352946 139352946 139353139 139353139 139353177 139353268 139353499 139353499 139353706
GO:0004298	threonine-type endopeptidase activity	108008401 108008756 108009206 108010988 108011125 108013432 108018649 108018649 108019442
GO:0004300	enoyl-CoA hydratase activity	108019775 108020882
GO:0004301	epoxide hydrolase activity	108017786 108018147 108018148 108021615
GO:0004303	estradiol 17-beta-dehydrogenase [NAD(P)+] activity	108016802
GO:0004305	ethanolamine kinase activity	108006326 108021186
GO:0004306	ethanolamine-phosphate cytidylyltransferase activity	108020939
GO:0004307	ethanolaminephosphotransferase activity	108019846 108020903 108021530
GO:0004309	exopolyphosphatase activity	108016829
GO:0004312	fatty acid synthase activity	108015114 108018124 139353186
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	108006724 108006724 108015114 108018124 139353186
GO:0004322	ferroxidase activity	108016761 108016761
GO:0004325	ferrochelatase activity	108010779 108010779
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	108005186 108005186 108021084 108021084
GO:0004329	formate-tetrahydrofolate ligase activity	108010923
GO:0004331	fructose-2,6-bisphosphate 2-phosphatase activity	136116458
GO:0004332	fructose-bisphosphate aldolase activity	108014070 108014070 108018420 108018420
GO:0004333	fumarate hydratase activity	108015254 108015254 108015255 108015255 108017063 108017063 108021458 108021458
GO:0004334	fumarylacetoacetase activity	108011841 108011841
GO:0004335	galactokinase activity	108013499 108013499
GO:0004337	(2E,6E)-farnesyl diphosphate synthase activity	108010116
GO:0004340	glucokinase activity	108010900 108015366 108017940 108020309
GO:0004341	gluconolactonase activity	108005176 108015611
GO:0004342	glucosamine-6-phosphate deaminase activity	108005223 108005223
GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	108015520
GO:0004345	glucose-6-phosphate dehydrogenase activity	108007425 108007425 108015140 108015140
GO:0004346	glucose-6-phosphatase activity	108009038
GO:0004347	glucose-6-phosphate isomerase activity	108017955 108017955
GO:0004348	glucosylceramidase activity	108007409 108007843 108020663
GO:0004349	glutamate 5-kinase activity	108007760
GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	108007760 108007760
GO:0004351	glutamate decarboxylase activity	108011828
GO:0004352	glutamate dehydrogenase (NAD+) activity	108012018 108014860
GO:0004356	glutamine synthetase activity	108013661 108013661 108016918 108016918
GO:0004357	glutamate-cysteine ligase activity	108019060 108019060
GO:0004359	glutaminase activity	108013707 108013707 108019863 108019863
GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	108014835 108014835 108017369 108017369
GO:0004361	glutaryl-CoA dehydrogenase activity	108021105
GO:0004362	glutathione-disulfide reductase (NADPH) activity	108007436 108019124
GO:0004363	glutathione synthase activity	108016900 108016900
GO:0004364	glutathione transferase activity	108007773 108007821 108008276 108008435 108009150 108009197 108009510 108012516 108012516 108012517 108012517 108013534 108013534 108013537 108013537 108015220 108016105 108016110 108016111 108017130 108017779 108017780 108017832 108017833 108017838 108017844 108017848 108017850 108017861 108017881 108018222 108018242 108018243 108018355 108018356 108018357 108018407 108018408 108019880 136117122 136117125 139353192
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	108009068 108010186 108019188
GO:0004366	glycerol-3-phosphate O-acyltransferase activity	108010123 108012123 108015281 108017495 108017495
GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	108018090 108018090 108018121 108018121 108018241 108018241
GO:0004370	glycerol kinase activity	108012927 108012927 108013450 108013450
GO:0004372	glycine hydroxymethyltransferase activity	108011135 108011135
GO:0004373	alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity	108014165 108014165
GO:0004375	glycine dehydrogenase (decarboxylating) activity	108012054 108012054
GO:0004376	GPI mannosyltransferase activity	108008424 108008424 108009698 108009698
GO:0004377	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	108017621 108017621
GO:0004378	GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	108007177
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	108012393 108012393
GO:0004382	GDP phosphatase activity	108010644
GO:0004383	guanylate cyclase activity	108004915 108004915 108004937 108004937 108006947 108007582 108007582 108008901 108008901 108011050 108011645 108013259 108013259 108014222 108014222 108014587 108017081 108017081 108018235 108018235
GO:0004385	GMP kinase activity	108012414 108012414
GO:0004386	helicase activity	108004650 108004673 108004858 108005314 108011865 108012277 108014577 108015371 108016979 108019491 108021418 108021610
GO:0004392	heme oxygenase (decyclizing) activity	108011722 108011722
GO:0004394	heparan sulfate 2-sulfotransferase activity	108019666
GO:0004395	obsolete hexaprenyldihydroxybenzoate methyltransferase activity	108019920
GO:0004398	histidine decarboxylase activity	108009956
GO:0004402	histone acetyltransferase activity	108004601 108004615 108009158 108009158 108012376 108014960 108014960 108015989 108021178 108021606 108021606
GO:0004407	histone deacetylase activity	108005313 108005313 108005335 108007106 108007106 108016260 108016260 108017314 108017314
GO:0004408	holocytochrome-c synthase activity	108011349 108011349
GO:0004411	homogentisate 1,2-dioxygenase activity	108006344 108006344
GO:0004416	hydroxyacylglutathione hydrolase activity	108012475 108012475
GO:0004418	hydroxymethylbilane synthase activity	108013223 108013223
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	108021594
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	108007833 108007833
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	108009091 108009091
GO:0004423	iduronate-2-sulfatase activity	108007121 108007121
GO:0004427	inorganic diphosphate phosphatase activity	108009627 108009627
GO:0004430	1-phosphatidylinositol 4-kinase activity	108013032 108015098 108016277
GO:0004435	phosphatidylinositol-4,5-bisphosphate phospholipase C activity	108006331 108006331 108016816 108016816 108020249 108020249
GO:0004438	phosphatidylinositol-3-phosphate phosphatase activity	108005437 108006310 108009254 108009629 108013228 139353981
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	108007840 108008337 108009688 108011112 108016944
GO:0004441	inositol-1,4-bisphosphate 1-phosphatase activity	108020858
GO:0004445	inositol-polyphosphate 5-phosphatase activity	108006632
GO:0004449	isocitrate dehydrogenase (NAD+) activity	108008713 108013233 108015119
GO:0004450	isocitrate dehydrogenase (NADP+) activity	108012964 108012964
GO:0004452	isopentenyl-diphosphate delta-isomerase activity	108014417 108014417
GO:0004454	ketohexokinase activity	108006219 108006221 108015887 108015903
GO:0004459	L-lactate dehydrogenase (NAD+) activity	108012439 108012439 108019670
GO:0004462	lactoylglutathione lyase activity	108017879
GO:0004465	lipoprotein lipase activity	108013711
GO:0004467	long-chain fatty acid-CoA ligase activity	108005116 108008448 108008467 108008503 108008708 108010263 108010264 108010288 108011538 108014176 108014181 108014185 108015574 108019245 108020622 108020729 108020729 108020947 108021448 108021481 139353152
GO:0004473	malate dehydrogenase (decarboxylating) (NADP+) activity	108009622 108009624 108010177 108014689 108016132
GO:0004475	mannose-1-phosphate guanylyltransferase (GTP) activity	108005928 108005928
GO:0004476	mannose-6-phosphate isomerase activity	108006956 108006956
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	108010923 108011560
GO:0004478	methionine adenosyltransferase activity	108015953 108015953
GO:0004479	methionyl-tRNA formyltransferase activity	108010767 108010767
GO:0004482	mRNA 5'-cap (guanine-N7-)-methyltransferase activity	108005364 108005364
GO:0004483	methyltransferase cap1 activity	108010144 108019193
GO:0004484	mRNA guanylyltransferase activity	108006563 108006563
GO:0004485	methylcrotonoyl-CoA carboxylase activity	108010806 108017807
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	108011560
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	108010923 108010923 108011560 108011560
GO:0004489	methylenetetrahydrofolate reductase [NAD(P)H] activity	108007395 108007395
GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity	108016965 108016965
GO:0004496	mevalonate kinase activity	108019596 108019596
GO:0004497	monooxygenase activity	108004856 108005183 108005242 108005397 108005433 108005504 108005505 108005841 108005981 108006234 108006237 108006685 108007096 108007968 108008061 108008102 108008381 108008671 108008943 108008944 108008945 108008946 108008947 108008948 108008949 108009153 108009231 108009232 108009264 108009272 108009751 108009815 108010880 108011444 108011869 108012166 108012453 108012461 108013828 108013829 108014127 108014401 108014938 108014959 108015390 108015530 108016827 108016828 108016931 108016946 108016981 108017397 108017524 108017560 108017740 108017741 108017783 108017871 108018006 108018132 108018693 108019259 108019387 108019485 108019588 108019591 108019592 108019593 108019594 108019629 108019631 108019644 108019793 108020556 108021541 108021548 108021549 108021821 118877697 136116477 139352569 139354644
GO:0004499	N,N-dimethylaniline monooxygenase activity	108008562 108018061
GO:0004500	dopamine beta-monooxygenase activity	108007427 108018944 118877277
GO:0004502	kynurenine 3-monooxygenase activity	108009066 108009066
GO:0004505	phenylalanine 4-monooxygenase activity	108006855 108006855
GO:0004510	tryptophan 5-monooxygenase activity	108013569 108013569
GO:0004511	tyrosine 3-monooxygenase activity	108013408 108013408
GO:0004512	inositol-3-phosphate synthase activity	108018201 108018201
GO:0004515	nicotinate-nucleotide adenylyltransferase activity	108014579 108014579
GO:0004516	nicotinate phosphoribosyltransferase activity	108021009 108021009
GO:0004517	nitric-oxide synthase activity	108021112
GO:0004518	nuclease activity	108012855
GO:0004519	endonuclease activity	108007455 108014088 108014088 108017596 108017639
GO:0004520	DNA endonuclease activity	108006089 108008087 108021166 108021488
GO:0004521	RNA endonuclease activity	108005670 108006408 108007613 108007617 108007636 108008983 108009009 108009266 108009279 108009611 108010069 108010978 108011177 108011377 108011936 108013683 108014520 108014556 108014556 108014694 108014753 108014759 108015382 108015382 108015446 108015590 108019749 108020752 108020753 108021354 108021436 108021469 108021810 108021810 118876781 118877691 139353041 139354874
GO:0004523	RNA-DNA hybrid ribonuclease activity	108010040 108019816 108019816 108020958 108020958 118878762 139352826 139352835 139352835 139353415 139353416 139353654 139353731 139353731 139353747 139353747 139354008 139354008 139354140 139354140 139354322 139354415 139354415 139354742 139354742 139354757 139354823 139354987 139354987 139355064 139355069
GO:0004525	ribonuclease III activity	108005959 108005959 108009639 108009639 108016265 108019813 108019813
GO:0004526	ribonuclease P activity	108019302 108019963 118878107
GO:0004527	exonuclease activity	108013400 108013870 108016967
GO:0004530	deoxyribonuclease I activity	108005959 108009639
GO:0004531	deoxyribonuclease II activity	108014812 108014812
GO:0004534	5'-3' RNA exonuclease activity	108014694 108020472
GO:0004535	poly(A)-specific ribonuclease activity	108014668 108018100 108018100 108020623
GO:0004550	nucleoside diphosphate kinase activity	108006548 108009523 108010792 108010792 108012915 108012918 108017201
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	108012105 108012868 108014744 108014745 108018867 108019665 108019857
GO:0004555	alpha,alpha-trehalase activity	108009242 108009242 108010310 108010310
GO:0004556	alpha-amylase activity	108008669 108008669 108009443 108009443 108018488 108018488
GO:0004557	alpha-galactosidase activity	108006656 108008509 108009093
GO:0004559	alpha-mannosidase activity	108005279 108014576 108014576 108015846 108015846 108018957 108018957 108019013 108019013 108019227 108019227 108021302 108021302 108021699 108021699
GO:0004560	alpha-L-fucosidase activity	108017059 108017059
GO:0004565	beta-galactosidase activity	108019276 108019276
GO:0004566	beta-glucuronidase activity	108010867 108018062 108018232 139352537
GO:0004567	beta-mannosidase activity	108011650
GO:0004568	chitinase activity	108007102 108009387 108009767 108013251 108015177 108015400 108016893 108017795 108020907 118876761 118877614 136117795 139352486 139352488 139352547 139352550 139352551
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	108010666 108010666 108014594 108014594 108015285 108015285 108015475 108015475 108016948 108016948 118877939 118877939
GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity	108004690
GO:0004577	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity	108005363
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	108005046 108015167
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity	108016863 108016863
GO:0004586	ornithine decarboxylase activity	108017857 108019627 108019680 108019926 139352564
GO:0004587	ornithine aminotransferase activity	108019344 108019344
GO:0004588	orotate phosphoribosyltransferase activity	108006139 108006139
GO:0004590	orotidine-5'-phosphate decarboxylase activity	108006139 108006139
GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	108006828 108006828 108010762 108010762 108012820 108012820
GO:0004594	pantothenate kinase activity	108005615 108005820 108005820
GO:0004596	protein-N-terminal amino-acid acetyltransferase activity	108012376 108012671 108015149 108015300 108021729 108021730
GO:0004601	peroxidase activity	108005979 108005979 108007725 108007725 108011479 108011479 108012053 108012053 108013252 108013252 108014750 108014750 108020789 108020789 108021140 108021140 108021574 108021574 118878588 118878588
GO:0004602	glutathione peroxidase activity	108017866 108017866 118877434 118877434
GO:0004605	phosphatidate cytidylyltransferase activity	108012849 108012849 108015721 108015721
GO:0004609	phosphatidylserine decarboxylase activity	108015758 108015758
GO:0004610	phosphoacetylglucosamine mutase activity	108011745 108011745
GO:0004613	phosphoenolpyruvate carboxykinase (GTP) activity	108018126 108018126 108018203 108018203
GO:0004614	phosphoglucomutase activity	108007499
GO:0004615	phosphomannomutase activity	108011761 108011761
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	108016847 108016847
GO:0004617	phosphoglycerate dehydrogenase activity	108021655
GO:0004618	phosphoglycerate kinase activity	108016562 108016562 108016583 108016583
GO:0004620	phospholipase activity	108013362 108013362 108014560 108018336 108020062 108020367
GO:0004622	phosphatidylcholine lysophospholipase activity	108004677 108004677 108018229
GO:0004623	phospholipase A2 activity	108006635 108006635
GO:0004630	phospholipase D activity	108019871 108019871
GO:0004631	phosphomevalonate kinase activity	108005636 108005636
GO:0004632	phosphopantothenate--cysteine ligase activity	108013831
GO:0004633	phosphopantothenoylcysteine decarboxylase activity	108010087
GO:0004634	phosphopyruvate hydratase activity	108015263 108015263
GO:0004637	phosphoribosylamine-glycine ligase activity	108020935 108020935
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	139352172 139352172
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	108020935 108020935
GO:0004642	phosphoribosylformylglycinamidine synthase activity	139355105
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	108017311 108017311
GO:0004644	phosphoribosylglycinamide formyltransferase activity	108020935
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	108014788 108014788
GO:0004649	poly(ADP-ribose) glycohydrolase activity	108019210 108019210
GO:0004651	polynucleotide 5'-phosphatase activity	108010291
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	108006110 108007520 108007610 108009386 108010462 108012937 108017738 108018200 108018924 108021266 108021635 108021636
GO:0004654	polyribonucleotide nucleotidyltransferase activity	108010834 108010834
GO:0004655	porphobilinogen synthase activity	108013466 108013466
GO:0004656	procollagen-proline 4-dioxygenase activity	108006081 108006081 108006113 108006113 108007297 108007297 108007748 108007748 108007749 108007749 108007758 108007758 108007759 108007759 108008035 108008035 108008038 108008038 108008044 108013818 108013818 108013819 108013819 108013820 108013820 108015013 108015013 108015797 108015797 108015798 108015798 108016504 108016504 108017229 108017229 108017231 108017231 108017232 108017233 108017233 108017243 108017243 108017258 108017258 108017259 108017259 108017260 108017260 108017262 108017262 108017264 108017264 108017265 108017273 108017273 108020608 139353157 139353157 139353170 139353170
GO:0004657	proline dehydrogenase activity	108011221
GO:0004659	prenyltransferase activity	108005908 108010765 108012305 108021053 108021053
GO:0004660	protein farnesyltransferase activity	108004944 108021045
GO:0004662	CAAX-protein geranylgeranyltransferase activity	108021045 108021525
GO:0004663	Rab geranylgeranyltransferase activity	108006302 108006302 108019441
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	108011256 108011256
GO:0004672	protein kinase activity	108004851 108004870 108005134 108005229 108005905 108005993 108006240 108006259 108006947 108007369 108007369 108008901 108009162 108009265 108010246 108010780 108010974 108010974 108011050 108011102 108011102 108011471 108011530 108011641 108011641 108011645 108011724 108011990 108012254 108012339 108012399 108012399 108013259 108014587 108014895 108014998 108015014 108015174 108015174 108015503 108015584 108015584 108016285 108016285 108016890 108016954 108016954 108017782 108017782 108018621 108019113 108019113 108019782 108019866 108019866 108020158 108021060 108021060 108021631 108021820 108021820 139354775
GO:0004674	protein serine/threonine kinase activity	108004842 108004842 108004880 108004880 108004950 108004950 108005082 108005082 108005224 108005298 108005428 108005682 108005727 108005844 108005844 108005850 108006055 108006338 108006338 108006904 108006904 108006913 108006975 108007276 108007309 108007342 108007342 108007449 108007531 108007729 108007729 108007895 108008047 108008048 108008963 108008963 108009039 108009103 108009167 108009201 108009314 108009314 108009329 108009551 108009705 108009754 108009850 108009850 108009900 108010025 108010689 108010689 108011092 108011162 108011162 108011241 108011371 108011371 108011450 108011450 108011636 108011737 108011737 108011810 108011929 108011963 108011963 108012147 108012158 108012158 108012524 108012543 108012543 108012835 108012835 108012926 108012926 108013038 108013038 108013153 108013766 108014095 108014095 108014149 108014270 108014389 108014834 108014894 108014894 108015099 108015244 108015249 108015346 108015346 108015358 108015590 108016536 108016536 108016537 108016577 108016773 108016773 108016903 108016912 108017117 108017336 108017545 108017545 108017993 108018184 108018477 108018599 108018970 108019030 108019092 108019803 108019875 108020092 108020092 108020095 108020117 108020117 108020298 108020302 108020372 108020414 108020545 108020927 108021037 108021207 108021335 108021602 108021704 139353140 139353140
GO:0004675	transmembrane receptor protein serine/threonine kinase activity	108009825 108009825
GO:0004683	calcium/calmodulin-dependent protein kinase activity	108011166 108011912 108014722 108016188 108020375 108020386
GO:0004689	phosphorylase kinase activity	108005367
GO:0004691	cAMP-dependent protein kinase activity	108013779
GO:0004692	cGMP-dependent protein kinase activity	108015357 108017856 108021348
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	108007318 108008471 108010546 108015840 108017962 108018065 108021829
GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	108010833 108010833 108011230
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	108005376 108007231 108008360 108009243
GO:0004703	G protein-coupled receptor kinase activity	108010847 139354023 139354023
GO:0004705	JUN kinase activity	108004592
GO:0004707	MAP kinase activity	108006529 108013238 108015431 108015785 108020638 108020638 108021444 108021444
GO:0004708	MAP kinase kinase activity	108005159
GO:0004709	MAP kinase kinase kinase activity	108005952 108010575 108010678 108015332
GO:0004712	protein serine/threonine/tyrosine kinase activity	108016537 108017336 108020414 108020927
GO:0004713	protein tyrosine kinase activity	108009049 108009049 108009096 108009096 108009431 108010304 108011452 108013153 108019030 108020068 108020068
GO:0004714	transmembrane receptor protein tyrosine kinase activity	108004681 108004681 108005015 108005880 108007289 108008431 108009052 108009404 108009633 108009633 108013615 108019603 108019753 108021688 108021688
GO:0004715	non-membrane spanning protein tyrosine kinase activity	108005638 108005888 108006981 108010964 108011682 108016885 108019439 108020477
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	108016247 108016247
GO:0004720	protein-lysine 6-oxidase activity	108008372 108010838
GO:0004721	phosphoprotein phosphatase activity	108006224 108007187 108015387 108019574
GO:0004722	protein serine/threonine phosphatase activity	108004600 108005083 108005418 108006427 108007179 108008720 108008799 108009589 108009874 108011037 108012220 108012370 108012627 108015153 108015212 108015494 108015921 108016779 108016889 108017536 108018659 108018719 108019064 108019116 108019179 108019460 108020133 108021254 139353891 139354825 139354864
GO:0004725	protein tyrosine phosphatase activity	108005215 108005337 108006539 108006539 108007241 108007241 108007284 108007284 108009674 108009674 108010280 108010724 108010724 108012802 108012802 108013260 108013270 108014712 108015212 108015265 108015265 108015326 108015626 108015626 108016858 108019127 108019127 108020109 108020109 108021005 108021005 108021272 108021546 108021546 118877960 139352696 139353985 139354121
GO:0004726	non-membrane spanning protein tyrosine phosphatase activity	108010997 108013331 108016748 118877959
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity	108011475
GO:0004730	pseudouridylate synthase activity	108021300
GO:0004731	purine-nucleoside phosphorylase activity	108009661 108009661 108013380 108013380
GO:0004733	pyridoxamine phosphate oxidase activity	108006125 108006125 108013813 108013813 108019110 108019110
GO:0004735	pyrroline-5-carboxylate reductase activity	108014144 108014144 108017350 108017350
GO:0004736	pyruvate carboxylase activity	108009274 108009274
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	108007216 108008850 108008850 108016651 108016651 108016982 108016982
GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	108009980
GO:0004741	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase activity	108004704
